Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term,Loan_Status,Loan_Start_Date
LOAN01504,CUST03462,BR012,Home Loan,6042000.00,8.51,120,Active,2020-04-13
LOAN01505,CUST01277,BR028,Home Loan,8788000.00,9.08,300,Active,2022-01-22
LOAN01506,CUST02294,BR026,Auto Loan,1275000.00,10.34,48,Closed,2018-09-19
LOAN01507,CUST03243,BR043,Personal Loan,730000.00,15.73,48,Closed,2018-08-14
LOAN01508,CUST04002,BR031,Business Loan,770000.00,10.08,120,Active,2022-12-23
LOAN01509,CUST01950,BR027,Auto Loan,1519000.00,8.97,60,Active,2022-11-17
LOAN01510,CUST02653,BR040,Home Loan,6219000.00,8.14,240,Active,2022-12-10
LOAN01511,CUST01766,BR024,Personal Loan,587000.00,15.79,60,Active,2022-09-01
LOAN01512,CUST01575,BR042,Home Loan,4580000.00,8.62,120,Active,2017-07-16
LOAN01513,CUST04104,BR011,Business Loan,6226000.00,13.93,84,Active,2021-01-12
LOAN01514,CUST02466,BR004,Business Loan,5461000.00,12.54,84,Active,2023-11-08
LOAN01515,CUST03981,BR022,Home Loan,5611000.00,7.96,300,Active,2022-01-02
LOAN01516,CUST02371,BR009,Home Loan,3039000.00,8.01,180,Defaulted,2021-12-27
LOAN01517,CUST02299,BR031,Home Loan,4960000.00,7.70,300,Active,2019-11-26
LOAN01518,CUST01135,BR016,Personal Loan,1160000.00,13.25,36,Closed,2020-04-07
LOAN01519,CUST00227,BR043,Personal Loan,1191000.00,16.11,60,Defaulted,2023-09-05
LOAN01520,CUST04199,BR034,Home Loan,8781000.00,8.71,240,Active,2021-05-24
LOAN01521,CUST00299,BR024,Personal Loan,687000.00,13.40,12,Active,2023-09-28
LOAN01522,CUST00250,BR047,Home Loan,3049000.00,8.58,180,Active,2021-04-28
LOAN01523,CUST03515,BR022,Home Loan,5125000.00,8.81,180,Active,2021-01-24
LOAN01524,CUST02234,BR045,Auto Loan,1737000.00,11.41,60,Closed,2018-06-03
LOAN01525,CUST03368,BR020,Auto Loan,516000.00,10.78,84,Active,2018-02-10
LOAN01526,CUST02048,BR007,Home Loan,6044000.00,7.76,120,Active,2019-07-10
LOAN01527,CUST01366,BR002,Business Loan,7181000.00,13.50,60,Active,2020-07-30
LOAN01528,CUST03735,BR010,Personal Loan,1165000.00,11.57,12,Closed,2022-03-27
LOAN01529,CUST02792,BR011,Home Loan,3092000.00,7.64,300,Active,2022-02-22
LOAN01530,CUST00915,BR037,Auto Loan,615000.00,10.46,48,Defaulted,2020-04-02
LOAN01531,CUST01765,BR032,Home Loan,6844000.00,8.78,240,Active,2022-09-25
LOAN01532,CUST02499,BR006,Personal Loan,1130000.00,13.34,24,Active,2023-01-30
LOAN01533,CUST03607,BR008,Home Loan,3011000.00,9.17,300,Active,2023-11-26
LOAN01534,CUST02310,BR010,Home Loan,4596000.00,8.79,120,Active,2019-10-16
LOAN01535,CUST00839,BR026,Personal Loan,188000.00,12.77,60,Active,2023-06-17
LOAN01536,CUST03715,BR044,Personal Loan,275000.00,13.57,36,Active,2023-05-08
LOAN01537,CUST03914,BR035,Gold Loan,757000.00,10.57,24,Active,2023-08-06
LOAN01538,CUST04650,BR050,Personal Loan,214000.00,16.41,60,Active,2023-07-07
LOAN01539,CUST02694,BR024,Home Loan,8990000.00,8.67,120,Active,2018-03-17
LOAN01540,CUST02637,BR014,Education Loan,2247000.00,8.61,120,Active,2017-10-03
LOAN01541,CUST03643,BR008,Auto Loan,1792000.00,9.59,36,Active,2022-08-31
LOAN01542,CUST04511,BR037,Home Loan,6360000.00,7.56,300,Active,2019-11-08
LOAN01543,CUST01541,BR007,Auto Loan,1312000.00,9.61,60,Closed,2017-06-05
LOAN01544,CUST01768,BR016,Business Loan,4887000.00,13.74,120,Active,2023-09-01
LOAN01545,CUST00651,BR026,Gold Loan,730000.00,9.74,24,Closed,2022-01-10
LOAN01546,CUST03018,BR020,Personal Loan,150000.00,14.45,24,Closed,2020-08-18
LOAN01547,CUST04569,BR024,Personal Loan,581000.00,14.36,12,Closed,2019-09-06
LOAN01548,CUST01106,BR011,Home Loan,6881000.00,9.07,240,Active,2018-06-11
LOAN01549,CUST03329,BR001,Home Loan,4813000.00,7.77,240,Active,2021-06-12
LOAN01550,CUST01355,BR014,Auto Loan,929000.00,10.20,36,Closed,2018-10-11
LOAN01551,CUST04460,BR046,Auto Loan,885000.00,10.56,60,Closed,2022-09-16
LOAN01552,CUST02491,BR017,Auto Loan,944000.00,8.52,48,Active,2023-09-23
LOAN01553,CUST01115,BR018,Personal Loan,1092000.00,12.38,24,Defaulted,2023-01-09
LOAN01554,CUST01274,BR049,Education Loan,975000.00,9.64,60,Defaulted,2019-02-08
LOAN01555,CUST02255,BR013,Home Loan,7565000.00,8.47,240,Active,2023-10-29
LOAN01556,CUST02681,BR026,Auto Loan,1459000.00,9.83,84,Active,2023-03-29
LOAN01557,CUST02704,BR009,Personal Loan,107000.00,15.56,60,Active,2023-10-08
LOAN01558,CUST02635,BR023,Home Loan,9331000.00,8.76,120,Defaulted,2023-02-08
LOAN01559,CUST03977,BR045,Personal Loan,69000.00,16.27,36,Closed,2018-07-20
LOAN01560,CUST02477,BR031,Business Loan,6823000.00,10.86,84,Active,2018-10-23
LOAN01561,CUST04263,BR010,Personal Loan,428000.00,12.61,36,Active,2023-02-12
LOAN01562,CUST03349,BR024,Business Loan,2138000.00,10.45,120,Active,2023-09-03
LOAN01563,CUST03112,BR039,Home Loan,9443000.00,8.44,180,Active,2019-07-08
LOAN01564,CUST01848,BR010,Personal Loan,571000.00,12.80,12,Defaulted,2019-05-05
LOAN01565,CUST01992,BR036,Auto Loan,1956000.00,8.84,60,Active,2019-10-21
LOAN01566,CUST00838,BR042,Personal Loan,446000.00,16.30,36,Closed,2019-11-19
LOAN01567,CUST04996,BR040,Personal Loan,387000.00,15.12,48,Closed,2023-12-21
LOAN01568,CUST00341,BR024,Home Loan,6711000.00,7.65,300,Active,2022-01-31
LOAN01569,CUST04773,BR004,Personal Loan,162000.00,12.51,48,Closed,2018-06-13
LOAN01570,CUST03354,BR044,Gold Loan,550000.00,11.50,12,Closed,2021-05-16
LOAN01571,CUST04270,BR002,Education Loan,2396000.00,10.30,84,Closed,2017-01-24
LOAN01572,CUST04890,BR027,Business Loan,6781000.00,13.77,120,Active,2023-05-25
LOAN01573,CUST04206,BR041,Home Loan,5757000.00,8.82,180,Active,2023-07-26
LOAN01574,CUST04073,BR027,Auto Loan,791000.00,8.54,48,Active,2021-03-06
LOAN01575,CUST02251,BR010,Personal Loan,474000.00,15.21,12,Closed,2019-02-17
LOAN01576,CUST01852,BR046,Personal Loan,899000.00,13.09,24,Active,2022-07-28
LOAN01577,CUST04023,BR032,Personal Loan,824000.00,11.41,24,Closed,2022-02-07
LOAN01578,CUST03595,BR037,Auto Loan,2009000.00,9.47,84,Active,2022-12-12
LOAN01579,CUST00399,BR048,Personal Loan,155000.00,16.03,48,Active,2023-07-23
LOAN01580,CUST00136,BR037,Auto Loan,849000.00,11.45,84,Defaulted,2023-10-30
LOAN01581,CUST03873,BR027,Home Loan,8829000.00,8.05,180,Active,2023-10-10
LOAN01582,CUST00861,BR044,Home Loan,7880000.00,7.87,240,Active,2023-07-18
LOAN01583,CUST01061,BR043,Home Loan,2110000.00,8.67,180,In Arrears,2022-04-24
LOAN01584,CUST00263,BR020,Personal Loan,601000.00,12.22,12,Closed,2022-07-03
LOAN01585,CUST04029,BR008,Personal Loan,110000.00,14.56,12,Closed,2021-07-12
LOAN01586,CUST02046,BR043,Home Loan,4751000.00,8.82,300,Active,2022-07-28
LOAN01587,CUST04813,BR035,Auto Loan,255000.00,10.15,36,Active,2022-11-27
LOAN01588,CUST03692,BR013,Business Loan,5578000.00,13.14,60,Defaulted,2023-06-26
LOAN01589,CUST00044,BR007,Home Loan,2803000.00,7.96,240,Active,2022-12-16
LOAN01590,CUST00961,BR040,Personal Loan,1005000.00,13.26,48,Closed,2017-02-28
LOAN01591,CUST01088,BR009,Personal Loan,263000.00,12.21,24,Defaulted,2017-09-06
LOAN01592,CUST02670,BR048,Home Loan,3770000.00,8.12,240,Active,2020-11-12
LOAN01593,CUST00794,BR036,Personal Loan,610000.00,16.10,36,Active,2023-11-20
LOAN01594,CUST00747,BR024,Home Loan,4538000.00,8.77,300,Active,2021-09-17
LOAN01595,CUST04793,BR010,Business Loan,3409000.00,13.61,84,Active,2021-07-07
LOAN01596,CUST00569,BR035,Home Loan,6887000.00,9.44,120,Closed,2018-04-26
LOAN01597,CUST04643,BR039,Personal Loan,895000.00,11.84,60,Active,2021-07-12
LOAN01598,CUST03397,BR042,Personal Loan,675000.00,15.27,12,Closed,2023-05-10
LOAN01599,CUST03962,BR037,Auto Loan,1303000.00,10.22,84,Closed,2023-02-11
LOAN01600,CUST03818,BR043,Personal Loan,439000.00,12.16,24,Defaulted,2022-10-25
LOAN01601,CUST02826,BR010,Home Loan,4171000.00,8.92,180,Active,2022-10-28
LOAN01602,CUST02378,BR042,Home Loan,8451000.00,8.96,180,Active,2020-12-01
LOAN01603,CUST03826,BR046,Personal Loan,285000.00,15.41,24,In Arrears,2023-06-21
LOAN01604,CUST04129,BR004,Personal Loan,1173000.00,15.82,36,Active,2022-03-26
LOAN01605,CUST03173,BR037,Home Loan,3300000.00,8.88,180,Active,2023-09-06
LOAN01606,CUST02048,BR007,Home Loan,7937000.00,8.25,300,Active,2017-03-26
LOAN01607,CUST00764,BR038,Home Loan,4085000.00,8.39,120,Closed,2021-05-19
LOAN01608,CUST01481,BR037,Personal Loan,500000.00,13.91,60,Active,2023-11-02
LOAN01609,CUST00668,BR038,Home Loan,4146000.00,7.61,120,Active,2023-11-02
LOAN01610,CUST03873,BR027,Education Loan,1349000.00,10.57,60,Active,2023-05-30
LOAN01611,CUST03986,BR034,Auto Loan,461000.00,8.98,48,Active,2023-11-17
LOAN01612,CUST04936,BR038,Home Loan,2797000.00,7.55,180,Active,2020-12-18
LOAN01613,CUST04019,BR025,Education Loan,571000.00,8.95,84,Active,2023-03-19
LOAN01614,CUST00603,BR035,Home Loan,9058000.00,9.14,300,Active,2023-01-31
LOAN01615,CUST03980,BR043,Home Loan,5169000.00,7.86,120,Active,2020-11-20
LOAN01616,CUST02225,BR031,Education Loan,2077000.00,9.14,84,Active,2021-01-23
LOAN01617,CUST00383,BR009,Personal Loan,481000.00,14.91,12,Closed,2022-06-21
LOAN01618,CUST04827,BR016,Auto Loan,2023000.00,10.92,48,Active,2023-11-03
LOAN01619,CUST02345,BR025,Personal Loan,826000.00,11.31,12,Closed,2017-06-23
LOAN01620,CUST00862,BR032,Personal Loan,1152000.00,12.33,36,Defaulted,2023-07-17
LOAN01621,CUST01161,BR013,Education Loan,1250000.00,9.87,120,Active,2023-11-30
LOAN01622,CUST00045,BR012,Personal Loan,867000.00,11.37,24,Closed,2021-10-09
LOAN01623,CUST02354,BR026,Personal Loan,905000.00,12.96,36,Defaulted,2020-08-15
LOAN01624,CUST04169,BR030,Personal Loan,895000.00,16.36,24,Closed,2022-06-12
LOAN01625,CUST01907,BR004,Business Loan,5257000.00,12.34,120,Active,2021-05-26
LOAN01626,CUST03453,BR041,Home Loan,6423000.00,8.95,180,Active,2021-09-16
LOAN01627,CUST02868,BR027,Personal Loan,156000.00,11.81,36,Active,2022-04-02
LOAN01628,CUST00834,BR042,Business Loan,2357000.00,10.04,36,Closed,2021-06-01
LOAN01629,CUST00801,BR043,Business Loan,1105000.00,10.95,84,Active,2020-03-25
LOAN01630,CUST03870,BR031,Home Loan,7312000.00,8.23,180,Active,2019-01-22
LOAN01631,CUST01743,BR002,Business Loan,5815000.00,10.03,84,Active,2021-11-08
LOAN01632,CUST00285,BR012,Personal Loan,324000.00,15.79,60,Active,2021-02-23
LOAN01633,CUST03135,BR040,Personal Loan,51000.00,13.19,60,Active,2023-08-08
LOAN01634,CUST00292,BR049,Home Loan,4280000.00,8.96,240,Active,2023-08-14
LOAN01635,CUST01568,BR025,Home Loan,4465000.00,9.23,240,Active,2022-01-01
LOAN01636,CUST04387,BR035,Home Loan,3882000.00,9.35,240,Active,2022-07-08
LOAN01637,CUST03043,BR020,Personal Loan,634000.00,15.22,12,Active,2023-11-19
LOAN01638,CUST04653,BR014,Business Loan,5576000.00,10.51,120,Active,2019-10-26
LOAN01639,CUST04975,BR012,Education Loan,908000.00,9.61,60,Active,2021-07-25
LOAN01640,CUST01412,BR045,Education Loan,2923000.00,9.09,120,Active,2023-05-25
LOAN01641,CUST03752,BR018,Auto Loan,525000.00,9.20,36,Active,2023-06-11
LOAN01642,CUST04768,BR039,Home Loan,7765000.00,8.31,120,Active,2018-08-26
LOAN01643,CUST03123,BR004,Home Loan,1502000.00,8.30,120,Active,2023-10-26
LOAN01644,CUST00358,BR017,Auto Loan,1038000.00,8.82,48,Defaulted,2023-03-09
LOAN01645,CUST04196,BR023,Home Loan,4782000.00,8.17,240,Active,2020-03-11
LOAN01646,CUST04161,BR016,Home Loan,3637000.00,7.94,180,In Arrears,2022-09-29
LOAN01647,CUST04093,BR009,Gold Loan,94000.00,9.04,24,Active,2023-02-28
LOAN01648,CUST02727,BR028,Auto Loan,1483000.00,11.43,60,Defaulted,2019-12-10
LOAN01649,CUST02876,BR026,Home Loan,6226000.00,8.15,240,Active,2018-01-27
LOAN01650,CUST04232,BR013,Home Loan,8047000.00,7.98,180,Active,2020-04-28
LOAN01651,CUST01419,BR005,Personal Loan,73000.00,15.55,12,Closed,2023-06-25
LOAN01652,CUST04000,BR049,Business Loan,930000.00,14.97,84,Active,2023-10-07
LOAN01653,CUST04310,BR029,Auto Loan,1694000.00,9.52,60,Closed,2018-04-08
LOAN01654,CUST00435,BR036,Home Loan,1710000.00,8.13,300,Closed,2018-12-17
LOAN01655,CUST04217,BR031,Personal Loan,1039000.00,12.78,12,Closed,2019-07-22
LOAN01656,CUST00783,BR002,Education Loan,751000.00,10.42,84,Active,2022-06-17
LOAN01657,CUST00016,BR037,Education Loan,1018000.00,10.92,120,Active,2022-01-19
LOAN01658,CUST00432,BR020,Home Loan,8519000.00,8.97,180,Closed,2016-09-17
LOAN01659,CUST03594,BR008,Personal Loan,587000.00,12.20,36,Active,2023-08-14
LOAN01660,CUST01061,BR043,Personal Loan,1020000.00,12.05,24,Closed,2020-01-17
LOAN01661,CUST04157,BR017,Home Loan,5944000.00,8.70,240,Active,2022-10-28
LOAN01662,CUST03192,BR031,Auto Loan,383000.00,9.87,36,Active,2023-11-14
LOAN01663,CUST03009,BR007,Personal Loan,509000.00,12.66,36,Closed,2021-04-10
LOAN01664,CUST01986,BR028,Education Loan,716000.00,10.21,60,Active,2019-09-15
LOAN01665,CUST03746,BR050,Home Loan,7128000.00,9.02,120,Active,2019-04-03
LOAN01666,CUST01147,BR038,Home Loan,6287000.00,8.46,120,Defaulted,2017-11-23
LOAN01667,CUST04307,BR037,Home Loan,6451000.00,8.22,240,Closed,2018-05-03
LOAN01668,CUST01229,BR009,Business Loan,3570000.00,14.36,120,Active,2019-05-01
LOAN01669,CUST04210,BR007,Business Loan,989000.00,11.47,120,Active,2019-05-08
LOAN01670,CUST01141,BR025,Personal Loan,783000.00,13.53,60,Active,2023-12-01
LOAN01671,CUST00957,BR047,Home Loan,6461000.00,7.86,240,Active,2023-01-20
LOAN01672,CUST03457,BR042,Education Loan,1626000.00,10.40,120,Active,2023-01-26
LOAN01673,CUST01665,BR034,Home Loan,5171000.00,9.25,180,Active,2020-08-29
LOAN01674,CUST04712,BR019,Education Loan,3214000.00,9.41,60,Active,2022-06-24
LOAN01675,CUST04128,BR016,Personal Loan,808000.00,12.06,24,Closed,2023-04-19
LOAN01676,CUST03268,BR020,Business Loan,5839000.00,13.60,84,Active,2022-01-01
LOAN01677,CUST03396,BR042,Home Loan,5968000.00,9.32,120,Active,2023-10-27
LOAN01678,CUST01849,BR007,Home Loan,3615000.00,8.36,180,Active,2023-06-25
LOAN01679,CUST03948,BR028,Home Loan,5259000.00,8.07,240,Active,2022-01-04
LOAN01680,CUST02528,BR028,Personal Loan,902000.00,11.53,48,Closed,2019-05-11
LOAN01681,CUST00900,BR046,Personal Loan,757000.00,11.80,36,In Arrears,2023-04-13
LOAN01682,CUST03750,BR040,Gold Loan,526000.00,12.45,24,Defaulted,2023-09-23
LOAN01683,CUST01147,BR038,Business Loan,6434000.00,12.57,36,Closed,2019-07-23
LOAN01684,CUST02828,BR016,Education Loan,3142000.00,8.76,84,Closed,2017-06-25
LOAN01685,CUST02814,BR021,Business Loan,563000.00,11.70,120,Active,2023-11-18
LOAN01686,CUST00430,BR015,Auto Loan,265000.00,9.65,84,Active,2023-10-06
LOAN01687,CUST01808,BR020,Home Loan,6793000.00,7.79,180,Active,2022-11-16
LOAN01688,CUST04770,BR044,Education Loan,2517000.00,9.14,60,Closed,2017-05-15
LOAN01689,CUST01487,BR037,Business Loan,1799000.00,11.22,36,In Arrears,2021-12-29
LOAN01690,CUST02002,BR041,Auto Loan,1489000.00,8.87,36,Active,2022-11-03
LOAN01691,CUST04559,BR028,Personal Loan,173000.00,12.81,36,Active,2023-09-16
LOAN01692,CUST01973,BR008,Home Loan,4052000.00,9.30,180,Active,2018-05-26
LOAN01693,CUST02993,BR020,Home Loan,7697000.00,8.84,240,In Arrears,2022-09-11
LOAN01694,CUST03678,BR043,Home Loan,5651000.00,8.18,300,Active,2023-09-02
LOAN01695,CUST03544,BR021,Auto Loan,911000.00,9.25,48,Defaulted,2021-02-23
LOAN01696,CUST01828,BR012,Home Loan,1595000.00,8.41,180,Active,2023-09-12
LOAN01697,CUST00449,BR013,Business Loan,5385000.00,10.35,60,Active,2021-07-18
LOAN01698,CUST02694,BR024,Gold Loan,395000.00,12.47,36,Active,2023-01-05
LOAN01699,CUST00518,BR041,Business Loan,6265000.00,14.68,84,Active,2023-07-03
LOAN01700,CUST02562,BR035,Personal Loan,921000.00,14.78,48,Closed,2019-07-06
LOAN01701,CUST03295,BR003,Home Loan,6494000.00,8.72,120,Closed,2022-06-15
LOAN01702,CUST03383,BR022,Personal Loan,583000.00,15.15,60,Active,2023-06-04
LOAN01703,CUST03590,BR026,Auto Loan,2103000.00,10.80,60,Active,2021-12-30
LOAN01704,CUST03143,BR032,Gold Loan,183000.00,10.34,24,Active,2023-10-02
LOAN01705,CUST04164,BR002,Personal Loan,58000.00,15.77,12,Closed,2022-10-20
LOAN01706,CUST00719,BR004,Business Loan,4806000.00,12.95,120,Active,2023-08-09
LOAN01707,CUST03076,BR027,Home Loan,7604000.00,9.28,180,Active,2018-02-14
LOAN01708,CUST04685,BR033,Gold Loan,657000.00,11.45,24,Closed,2020-10-25
LOAN01709,CUST04487,BR019,Personal Loan,689000.00,16.22,24,Active,2022-11-17
LOAN01710,CUST00420,BR044,Personal Loan,576000.00,12.84,12,Closed,2017-08-27
LOAN01711,CUST03076,BR027,Home Loan,9192000.00,9.47,180,Active,2017-02-20
LOAN01712,CUST04971,BR027,Personal Loan,182000.00,12.65,24,Closed,2020-11-16
LOAN01713,CUST01992,BR036,Personal Loan,1062000.00,14.14,48,Closed,2019-03-15
LOAN01714,CUST03616,BR004,Business Loan,2545000.00,14.30,120,Active,2023-11-13
LOAN01715,CUST02275,BR040,Home Loan,7760000.00,9.37,180,Closed,2018-03-06
LOAN01716,CUST03170,BR037,Personal Loan,1102000.00,13.69,60,Active,2023-01-05
LOAN01717,CUST01655,BR001,Personal Loan,1109000.00,11.79,12,Closed,2023-06-08
LOAN01718,CUST00173,BR002,Auto Loan,1947000.00,9.48,48,Closed,2018-02-06
LOAN01719,CUST02152,BR014,Auto Loan,1740000.00,10.84,84,Defaulted,2021-07-14
LOAN01720,CUST00165,BR043,Auto Loan,1535000.00,10.85,36,Closed,2018-04-12
LOAN01721,CUST03864,BR029,Personal Loan,311000.00,13.91,24,Active,2023-09-04
LOAN01722,CUST01869,BR002,Home Loan,7920000.00,9.17,300,Closed,2019-05-22
LOAN01723,CUST02705,BR008,Home Loan,6765000.00,8.08,120,Active,2021-01-22
LOAN01724,CUST03106,BR030,Auto Loan,1811000.00,11.16,36,Active,2022-09-03
LOAN01725,CUST01091,BR009,Auto Loan,872000.00,9.56,60,In Arrears,2023-07-12
LOAN01726,CUST01967,BR041,Home Loan,3453000.00,9.46,240,Defaulted,2022-08-17
LOAN01727,CUST00914,BR042,Home Loan,6533000.00,9.16,240,Active,2021-10-29
LOAN01728,CUST01660,BR034,Home Loan,7699000.00,8.41,180,Active,2023-06-05
LOAN01729,CUST00524,BR031,Auto Loan,1638000.00,10.43,60,Closed,2019-01-15
LOAN01730,CUST03071,BR037,Home Loan,2461000.00,8.94,120,Active,2019-05-21
LOAN01731,CUST02902,BR031,Business Loan,6363000.00,12.19,120,Defaulted,2022-11-18
LOAN01732,CUST03930,BR006,Personal Loan,1174000.00,14.65,60,Active,2022-02-20
LOAN01733,CUST02454,BR014,Personal Loan,479000.00,16.14,24,Active,2022-08-10
LOAN01734,CUST01469,BR007,Education Loan,841000.00,9.25,60,Defaulted,2020-10-24
LOAN01735,CUST03037,BR020,Home Loan,6065000.00,8.48,180,Active,2022-04-21
LOAN01736,CUST03817,BR042,Home Loan,2342000.00,7.74,120,Active,2023-04-09
LOAN01737,CUST03453,BR041,Business Loan,6055000.00,12.91,84,Active,2022-10-06
LOAN01738,CUST01392,BR036,Personal Loan,151000.00,13.63,36,Active,2021-11-03
LOAN01739,CUST00582,BR043,Personal Loan,1020000.00,15.72,12,Closed,2021-08-23
LOAN01740,CUST01416,BR027,Personal Loan,1015000.00,15.37,24,Closed,2020-10-18
LOAN01741,CUST01041,BR016,Personal Loan,412000.00,12.37,48,Active,2022-03-06
LOAN01742,CUST03864,BR029,Personal Loan,676000.00,12.85,36,Active,2023-05-26
LOAN01743,CUST00972,BR043,Home Loan,2258000.00,9.36,180,Active,2022-01-03
LOAN01744,CUST04864,BR030,Education Loan,772000.00,10.22,60,Closed,2018-06-19
LOAN01745,CUST02885,BR034,Personal Loan,707000.00,12.60,36,Active,2022-09-13
LOAN01746,CUST01515,BR020,Auto Loan,476000.00,9.28,60,Active,2023-11-08
LOAN01747,CUST01011,BR015,Business Loan,6086000.00,11.62,120,Active,2023-11-14
LOAN01748,CUST02127,BR027,Auto Loan,927000.00,8.74,36,Active,2022-04-28
LOAN01749,CUST01310,BR047,Gold Loan,208000.00,11.33,24,Defaulted,2023-09-02
LOAN01750,CUST00081,BR039,Auto Loan,1051000.00,10.70,60,Active,2023-10-09
LOAN01751,CUST02586,BR040,Home Loan,8620000.00,7.80,180,Active,2022-09-14
LOAN01752,CUST00552,BR022,Education Loan,1967000.00,9.66,60,Closed,2016-10-09
LOAN01753,CUST04769,BR016,Education Loan,2887000.00,10.43,120,Active,2023-03-17
LOAN01754,CUST04237,BR044,Personal Loan,1136000.00,11.71,36,Active,2022-07-24
LOAN01755,CUST01826,BR013,Home Loan,4252000.00,7.63,240,Active,2017-01-09
LOAN01756,CUST03544,BR021,Auto Loan,685000.00,10.27,84,Active,2019-04-12
LOAN01757,CUST04572,BR028,Auto Loan,559000.00,10.59,60,Active,2022-07-12
LOAN01758,CUST00892,BR024,Personal Loan,620000.00,11.74,48,Active,2022-08-31
LOAN01759,CUST03934,BR017,Business Loan,5590000.00,12.69,36,Defaulted,2023-11-14
LOAN01760,CUST03230,BR034,Auto Loan,433000.00,11.16,60,Closed,2023-10-21
LOAN01761,CUST02873,BR035,Auto Loan,788000.00,11.35,48,Closed,2019-08-25
LOAN01762,CUST02039,BR050,Personal Loan,1041000.00,11.48,36,Active,2023-08-02
LOAN01763,CUST01408,BR045,Personal Loan,571000.00,14.08,12,Closed,2020-01-12
LOAN01764,CUST04305,BR032,Personal Loan,249000.00,14.25,24,In Arrears,2023-09-09
LOAN01765,CUST00005,BR011,Home Loan,3497000.00,8.39,300,Defaulted,2022-07-20
LOAN01766,CUST04464,BR030,Education Loan,2412000.00,9.41,84,Closed,2023-06-04
LOAN01767,CUST02615,BR047,Home Loan,3756000.00,7.83,300,In Arrears,2020-11-30
LOAN01768,CUST04669,BR041,Education Loan,2209000.00,10.63,84,Active,2021-01-29
LOAN01769,CUST03671,BR045,Home Loan,4315000.00,9.49,120,Active,2023-02-27
LOAN01770,CUST00332,BR007,Gold Loan,187000.00,10.51,24,Closed,2017-10-20
LOAN01771,CUST02543,BR007,Gold Loan,63000.00,9.79,12,Defaulted,2020-08-27
LOAN01772,CUST00899,BR018,Personal Loan,180000.00,15.74,36,Closed,2019-08-22
LOAN01773,CUST00990,BR037,Education Loan,3429000.00,10.42,60,Active,2020-09-04
LOAN01774,CUST03724,BR031,Education Loan,3382000.00,8.14,84,Closed,2019-06-18
LOAN01775,CUST01521,BR013,Personal Loan,881000.00,12.72,12,Closed,2020-06-02
LOAN01776,CUST00814,BR016,Personal Loan,1130000.00,12.34,60,Active,2022-10-27
LOAN01777,CUST04927,BR019,Gold Loan,621000.00,10.80,36,Closed,2020-07-27
LOAN01778,CUST03059,BR036,Education Loan,1465000.00,9.21,60,Active,2023-11-27
LOAN01779,CUST04649,BR008,Personal Loan,1083000.00,12.23,24,Closed,2021-08-01
LOAN01780,CUST00366,BR025,Gold Loan,285000.00,10.76,24,Defaulted,2019-08-26
LOAN01781,CUST00045,BR012,Home Loan,8918000.00,7.81,300,Active,2017-06-21
LOAN01782,CUST00672,BR050,Education Loan,3114000.00,9.93,84,In Arrears,2023-11-11
LOAN01783,CUST00357,BR042,Personal Loan,555000.00,15.99,24,Active,2023-11-05
LOAN01784,CUST04261,BR011,Personal Loan,445000.00,11.03,36,Closed,2018-06-21
LOAN01785,CUST01476,BR042,Home Loan,6033000.00,9.07,120,Active,2023-01-21
LOAN01786,CUST03108,BR014,Auto Loan,563000.00,9.44,36,Active,2021-11-28
LOAN01787,CUST03769,BR033,Home Loan,4338000.00,8.29,120,Active,2016-12-09
LOAN01788,CUST04889,BR003,Personal Loan,949000.00,15.71,60,Closed,2018-08-25
LOAN01789,CUST01800,BR011,Business Loan,2783000.00,11.75,120,Active,2022-03-01
LOAN01790,CUST02943,BR016,Home Loan,2082000.00,8.13,180,Active,2023-04-26
LOAN01791,CUST01497,BR034,Auto Loan,1394000.00,10.27,60,Active,2023-04-13
LOAN01792,CUST01890,BR022,Home Loan,3480000.00,9.32,300,Active,2022-02-15
LOAN01793,CUST04926,BR005,Personal Loan,1015000.00,15.41,36,Active,2023-11-14
LOAN01794,CUST03581,BR008,Personal Loan,688000.00,12.81,60,Active,2023-08-31
LOAN01795,CUST02457,BR005,Home Loan,1947000.00,8.58,240,Defaulted,2022-12-04
LOAN01796,CUST01186,BR027,Auto Loan,1942000.00,10.00,84,Defaulted,2016-12-19
LOAN01797,CUST02991,BR047,Home Loan,8215000.00,7.86,240,Active,2019-10-05
LOAN01798,CUST03299,BR023,Home Loan,4996000.00,8.35,300,Active,2018-07-30
LOAN01799,CUST00496,BR033,Personal Loan,673000.00,16.14,48,Active,2022-11-06
LOAN01800,CUST01805,BR042,Business Loan,4120000.00,10.06,120,Active,2022-01-20
LOAN01801,CUST01652,BR042,Home Loan,5747000.00,7.50,300,Active,2022-02-07
LOAN01802,CUST02418,BR021,Gold Loan,627000.00,11.60,36,Closed,2021-01-14
LOAN01803,CUST01947,BR004,Personal Loan,274000.00,11.09,60,Active,2022-09-17
LOAN01804,CUST02037,BR031,Education Loan,243000.00,9.15,120,Active,2023-06-26
LOAN01805,CUST03809,BR028,Home Loan,5873000.00,8.70,300,Active,2022-08-11
LOAN01806,CUST01478,BR049,Personal Loan,72000.00,16.24,12,Closed,2021-10-29
LOAN01807,CUST02311,BR017,Gold Loan,694000.00,12.29,24,Defaulted,2020-11-19
