Transaction_ID,Account_ID,Transaction_Date,Transaction_Type,Amount,Channel,Transaction_Status
TXN0039963,ACC001126,2024-01-13,Transfer,8893.09,Net Banking,Success
TXN0040630,ACC004511,2024-01-13,Transfer,14945.11,Net Banking,Success
TXN0042018,ACC003133,2024-01-13,Withdrawal,4500.00,ATM,Success
TXN0043069,ACC003432,2024-01-13,Deposit,242433.31,NEFT,Success
TXN0043395,ACC004355,2024-01-13,Withdrawal,6594.53,Mobile Banking,Success
TXN0043532,ACC000456,2024-01-13,Deposit,25476.86,IMPS,Success
TXN0044212,ACC000251,2024-01-13,Withdrawal,4500.00,ATM,Success
TXN0044547,ACC004590,2024-01-13,Withdrawal,10000.00,ATM,Success
TXN0044789,ACC004136,2024-01-13,Withdrawal,473.37,UPI,Success
TXN0045999,ACC005275,2024-01-13,Withdrawal,168221.61,NEFT,Success
TXN0046252,ACC000585,2024-01-13,Withdrawal,317.93,UPI,Success
TXN0047554,ACC003582,2024-01-13,Withdrawal,8000.00,ATM,Success
TXN0048459,ACC006739,2024-01-13,Withdrawal,6470.27,Mobile Banking,Success
TXN0048635,ACC004665,2024-01-13,Withdrawal,500.00,ATM,Failed
TXN0049143,ACC001468,2024-01-13,Withdrawal,10000.00,ATM,Success
TXN0049352,ACC002269,2024-01-13,Withdrawal,2352.14,Net Banking,Success
TXN0049458,ACC005410,2024-01-13,Deposit,8656.34,UPI,Success
TXN0049542,ACC001801,2024-01-13,Transfer,1129.45,Mobile Banking,Success
TXN0051418,ACC001457,2024-01-13,Transfer,210.69,UPI,Success
TXN0051480,ACC003064,2024-01-13,Withdrawal,16338.51,Net Banking,Success
TXN0051696,ACC000882,2024-01-13,Deposit,5446.40,Net Banking,Success
TXN0052450,ACC002333,2024-01-13,Withdrawal,4025.43,POS / Debit Card,Success
TXN0053325,ACC005443,2024-01-13,Withdrawal,4549.37,UPI,Success
TXN0053764,ACC003259,2024-01-13,Deposit,2208.85,UPI,Success
TXN0053867,ACC005011,2024-01-13,Deposit,757.64,UPI,Failed
TXN0054942,ACC005206,2024-01-13,Withdrawal,375495.48,Branch,Success
TXN0055444,ACC005968,2024-01-13,Withdrawal,3888.03,UPI,Success
TXN0055467,ACC003643,2024-01-13,Withdrawal,73.72,UPI,Success
TXN0055642,ACC005428,2024-01-13,Withdrawal,24538.93,Mobile Banking,Success
TXN0056299,ACC002624,2024-01-13,Withdrawal,24312.93,Mobile Banking,Success
TXN0056723,ACC004161,2024-01-13,Withdrawal,64.32,UPI,Failed
TXN0056750,ACC002520,2024-01-13,Withdrawal,1000.00,ATM,Success
TXN0057971,ACC001653,2024-01-13,Deposit,897.02,UPI,Success
TXN0058737,ACC001723,2024-01-13,Deposit,19663.89,Mobile Banking,Success
TXN0059191,ACC002182,2024-01-13,Withdrawal,128038.96,Branch,Success
TXN0060175,ACC001080,2024-01-13,Withdrawal,1507.64,UPI,Success
TXN0060180,ACC005607,2024-01-13,Withdrawal,24517.95,Net Banking,Success
TXN0061923,ACC004091,2024-01-13,Withdrawal,2954.72,UPI,Success
TXN0062785,ACC003046,2024-01-13,Deposit,29949.49,Net Banking,Success
TXN0063636,ACC001427,2024-01-13,Deposit,560.12,UPI,Success
TXN0064969,ACC001066,2024-01-13,Withdrawal,19267.20,UPI,Success
TXN0065059,ACC000860,2024-01-13,Withdrawal,35910.57,Branch,Success
TXN0065091,ACC002296,2024-01-13,Withdrawal,13437.52,Net Banking,Success
TXN0066582,ACC006226,2024-01-13,Deposit,1006.98,UPI,Success
TXN0066931,ACC004451,2024-01-13,Deposit,504.66,Mobile Banking,Success
TXN0067171,ACC006061,2024-01-13,Withdrawal,500.00,ATM,Success
TXN0067964,ACC005319,2024-01-13,Withdrawal,2903.16,Net Banking,Success
TXN0068383,ACC006274,2024-01-13,Withdrawal,19752.47,Mobile Banking,Success
TXN0069256,ACC003105,2024-01-13,Withdrawal,5000.00,ATM,Success
TXN0069542,ACC001384,2024-01-13,Withdrawal,187.46,UPI,Success
TXN0069658,ACC005963,2024-01-13,Withdrawal,806.67,UPI,Success
TXN0069912,ACC004050,2024-01-13,Withdrawal,248.64,UPI,Success
TXN0069937,ACC005258,2024-01-13,Transfer,59.58,UPI,Success
TXN0070753,ACC001503,2024-01-13,Withdrawal,200319.24,NEFT,Success
TXN0070940,ACC005862,2024-01-13,Withdrawal,34690.02,Net Banking,Success
TXN0072288,ACC005153,2024-01-13,Withdrawal,166.42,UPI,Success
TXN0074756,ACC005548,2024-01-13,Deposit,5522.00,UPI,Success
TXN0076398,ACC003948,2024-01-13,Deposit,326.84,UPI,Success
TXN0076404,ACC006290,2024-01-13,Withdrawal,520.56,UPI,Success
TXN0078464,ACC003754,2024-01-13,Deposit,627.98,UPI,Success
TXN0078835,ACC001995,2024-01-13,Deposit,16567.56,Net Banking,Success
TXN0079213,ACC005686,2024-01-13,Withdrawal,500.00,ATM,Success
TXN0079639,ACC004734,2024-01-13,Deposit,477155.31,Branch,Success
TXN0080027,ACC006860,2024-01-13,Withdrawal,386.92,UPI,Failed
TXN0081524,ACC005274,2024-01-13,Withdrawal,8000.00,ATM,Success
TXN0081907,ACC003655,2024-01-13,Withdrawal,102.97,UPI,Success
TXN0082156,ACC002849,2024-01-13,Withdrawal,19870.88,Mobile Banking,Success
TXN0082327,ACC006287,2024-01-13,Deposit,391.54,UPI,Success
TXN0082410,ACC000227,2024-01-13,Transfer,9193.89,Mobile Banking,Success
TXN0083920,ACC005792,2024-01-13,Withdrawal,22383.86,UPI,Success
TXN0084179,ACC004292,2024-01-13,Withdrawal,828.43,UPI,Success
TXN0084210,ACC006979,2024-01-13,Deposit,44368.78,UPI,Success
TXN0086094,ACC006907,2024-01-13,Deposit,26283.35,Mobile Banking,Success
TXN0086584,ACC002097,2024-01-13,Withdrawal,8000.00,ATM,Success
TXN0087713,ACC003615,2024-01-13,Withdrawal,131930.40,NEFT,Success
TXN0089298,ACC005043,2024-01-13,Withdrawal,2000.00,ATM,Success
TXN0089606,ACC005263,2024-01-13,Withdrawal,24640.10,Mobile Banking,Success
TXN0090319,ACC000829,2024-01-13,Deposit,5903.15,UPI,Success
TXN0090361,ACC003055,2024-01-13,Withdrawal,138.52,UPI,Success
TXN0090626,ACC005771,2024-01-13,Transfer,13440.82,Net Banking,Success
TXN0091535,ACC002056,2024-01-13,Deposit,8440.67,UPI,Success
TXN0095480,ACC000340,2024-01-13,Withdrawal,10000.00,ATM,Success
TXN0097696,ACC002558,2024-01-13,Transfer,4138.87,UPI,Success
TXN0099443,ACC004117,2024-01-13,Withdrawal,758.47,UPI,Success
TXN0100354,ACC001729,2024-01-13,Transfer,539.07,UPI,Success
TXN0100804,ACC003558,2024-01-13,Withdrawal,3000.00,ATM,Success
TXN0101239,ACC000546,2024-01-13,Withdrawal,865.61,UPI,Success
TXN0101855,ACC006884,2024-01-13,Deposit,1911.48,Net Banking,Success
TXN0102967,ACC006771,2024-01-13,Deposit,393.09,Net Banking,Pending
TXN0103073,ACC000289,2024-01-13,Withdrawal,676.21,UPI,Success
TXN0103080,ACC005480,2024-01-13,Withdrawal,5208.00,Net Banking,Success
TXN0000076,ACC000687,2024-01-14,Deposit,187.31,UPI,Success
TXN0002042,ACC006288,2024-01-14,Withdrawal,5730.92,UPI,Success
TXN0004708,ACC002361,2024-01-14,Withdrawal,10000.00,ATM,Success
TXN0005911,ACC001932,2024-01-14,Withdrawal,3000.00,ATM,Success
TXN0006037,ACC004658,2024-01-14,Deposit,766.13,UPI,Failed
TXN0006123,ACC003805,2024-01-14,Deposit,1709.28,UPI,Success
TXN0006528,ACC001285,2024-01-14,Deposit,55916.95,IMPS,Success
TXN0006580,ACC001272,2024-01-14,Deposit,22208.83,NEFT,Success
TXN0006615,ACC001754,2024-01-14,Withdrawal,5000.00,ATM,Success
TXN0007158,ACC003623,2024-01-14,Transfer,8966.12,POS / Debit Card,Success
TXN0007207,ACC004960,2024-01-14,Withdrawal,5000.00,ATM,Success
TXN0007213,ACC001335,2024-01-14,Withdrawal,5000.00,ATM,Success
TXN0008212,ACC005553,2024-01-14,Withdrawal,6229.92,Mobile Banking,Success
TXN0008621,ACC006860,2024-01-14,Withdrawal,243423.67,IMPS,Success
TXN0008688,ACC004310,2024-01-14,Deposit,31037.54,Net Banking,Success
TXN0008719,ACC002069,2024-01-14,Withdrawal,1309.02,UPI,Success
TXN0008933,ACC006644,2024-01-14,Withdrawal,8000.00,ATM,Success
TXN0009892,ACC002762,2024-01-14,Deposit,6175.75,Net Banking,Success
TXN0010507,ACC002488,2024-01-14,Deposit,138.68,UPI,Success
TXN0010594,ACC006002,2024-01-14,Deposit,23860.32,Mobile Banking,Success
TXN0010655,ACC005018,2024-01-14,Transfer,483.12,Mobile Banking,Success
TXN0012495,ACC000967,2024-01-14,Deposit,336284.94,Branch,Success
TXN0013042,ACC001810,2024-01-14,Deposit,662.03,UPI,Success
TXN0013053,ACC002908,2024-01-14,Withdrawal,20944.94,Net Banking,Success
TXN0014797,ACC004229,2024-01-14,Withdrawal,22464.43,Net Banking,Success
TXN0015546,ACC002229,2024-01-14,Withdrawal,104254.06,NEFT,Success
TXN0015676,ACC002198,2024-01-14,Withdrawal,20303.24,Net Banking,Success
TXN0015980,ACC002062,2024-01-14,Withdrawal,3278.33,UPI,Success
TXN0016872,ACC004097,2024-01-14,Withdrawal,1000.00,ATM,Success
TXN0017855,ACC004102,2024-01-14,Withdrawal,478.21,UPI,Success
TXN0018581,ACC003908,2024-01-14,Withdrawal,3112.57,UPI,Success
TXN0020146,ACC005746,2024-01-14,Withdrawal,774.31,UPI,Success
TXN0020641,ACC003047,2024-01-14,Deposit,44583.57,UPI,Success
TXN0023311,ACC004484,2024-01-14,Withdrawal,19500.31,Mobile Banking,Success
TXN0023678,ACC004568,2024-01-14,Withdrawal,5000.00,ATM,Success
TXN0023787,ACC002843,2024-01-14,Withdrawal,3000.00,ATM,Success
TXN0024214,ACC002395,2024-01-14,Deposit,12054.41,Net Banking,Success
TXN0025712,ACC001580,2024-01-14,Deposit,110642.71,Branch,Failed
TXN0025917,ACC002322,2024-01-14,Transfer,8338.27,UPI,Success
TXN0026598,ACC005069,2024-01-14,Deposit,6635.34,UPI,Success
TXN0026778,ACC005686,2024-01-14,Withdrawal,222706.57,IMPS,Success
TXN0027660,ACC001679,2024-01-14,Withdrawal,22408.65,Net Banking,Success
TXN0028356,ACC001485,2024-01-14,Withdrawal,962.59,UPI,Success
TXN0029332,ACC002698,2024-01-14,Withdrawal,1197.26,UPI,Success
TXN0029423,ACC000783,2024-01-14,Transfer,38834.46,UPI,Success
TXN0030054,ACC002091,2024-01-14,Withdrawal,12137.02,Mobile Banking,Success
TXN0030652,ACC002813,2024-01-14,Withdrawal,3000.00,ATM,Success
TXN0031164,ACC000294,2024-01-14,Withdrawal,5880.27,UPI,Success
TXN0031292,ACC005928,2024-01-14,Deposit,2341.40,UPI,Success
TXN0032477,ACC002921,2024-01-14,Withdrawal,6076.46,UPI,Success
TXN0033371,ACC000252,2024-01-14,Transfer,542.42,UPI,Success
TXN0033433,ACC003321,2024-01-14,Withdrawal,4433.59,UPI,Success
TXN0034142,ACC002779,2024-01-14,Deposit,5428.09,Net Banking,Success
TXN0034707,ACC002241,2024-01-14,Withdrawal,14525.41,Net Banking,Failed
TXN0035239,ACC001932,2024-01-14,Withdrawal,6547.13,UPI,Success
TXN0035322,ACC002777,2024-01-14,Withdrawal,285341.66,Branch,Success
TXN0035660,ACC005149,2024-01-14,Withdrawal,1638.56,UPI,Success
TXN0036026,ACC003184,2024-01-14,Withdrawal,161.07,UPI,Success
TXN0036174,ACC004229,2024-01-14,Withdrawal,169241.74,NEFT,Success
TXN0036291,ACC002262,2024-01-14,Withdrawal,6887.99,Mobile Banking,Success
TXN0038900,ACC004292,2024-01-14,Withdrawal,1446.28,UPI,Success
TXN0038920,ACC001265,2024-01-14,Deposit,268.54,UPI,Success
TXN0039549,ACC006555,2024-01-14,Withdrawal,167711.78,NEFT,Success
TXN0040221,ACC006191,2024-01-14,Withdrawal,1000.00,ATM,Success
TXN0040456,ACC001200,2024-01-14,Deposit,3228.54,UPI,Success
TXN0041146,ACC004149,2024-01-14,Withdrawal,2211.26,UPI,Success
TXN0043639,ACC005511,2024-01-14,Deposit,129798.28,IMPS,Success
TXN0045578,ACC005746,2024-01-14,Deposit,250.15,UPI,Success
TXN0046722,ACC000871,2024-01-14,Withdrawal,19612.20,Mobile Banking,Success
TXN0046735,ACC005059,2024-01-14,Deposit,232692.01,IMPS,Success
TXN0047375,ACC005370,2024-01-14,Withdrawal,11271.75,Mobile Banking,Success
TXN0047436,ACC000290,2024-01-14,Deposit,22315.19,Net Banking,Success
TXN0047593,ACC001605,2024-01-14,Withdrawal,25862.99,Net Banking,Success
TXN0049423,ACC000827,2024-01-14,Deposit,220281.76,IMPS,Success
TXN0049915,ACC003988,2024-01-14,Withdrawal,10943.92,Net Banking,Success
TXN0050716,ACC000564,2024-01-14,Withdrawal,2818.75,UPI,Success
TXN0050787,ACC004449,2024-01-14,Withdrawal,149130.29,IMPS,Success
TXN0050810,ACC000400,2024-01-14,Deposit,99.80,UPI,Success
TXN0050874,ACC001876,2024-01-14,Withdrawal,6107.81,Net Banking,Success
TXN0051541,ACC001116,2024-01-14,Withdrawal,449095.83,Branch,Success
TXN0051899,ACC006082,2024-01-14,Withdrawal,815.43,UPI,Success
TXN0052557,ACC004145,2024-01-14,Deposit,43366.01,UPI,Success
TXN0053617,ACC004425,2024-01-14,Withdrawal,2000.00,ATM,Success
TXN0053963,ACC001507,2024-01-14,Withdrawal,8000.00,ATM,Success
TXN0055250,ACC002522,2024-01-14,Withdrawal,8156.22,Mobile Banking,Failed
TXN0056350,ACC000625,2024-01-14,Transfer,8531.46,UPI,Failed
TXN0058150,ACC001632,2024-01-14,Withdrawal,695.86,Net Banking,Success
TXN0058245,ACC001017,2024-01-14,Deposit,33740.14,IMPS,Success
TXN0059667,ACC004734,2024-01-14,Withdrawal,1174.79,UPI,Success
TXN0061231,ACC006972,2024-01-14,Withdrawal,22525.76,Net Banking,Success
TXN0062864,ACC005351,2024-01-14,Withdrawal,1000.00,ATM,Success
TXN0063116,ACC003003,2024-01-14,Withdrawal,17825.72,Mobile Banking,Failed
TXN0063752,ACC000637,2024-01-14,Withdrawal,3000.00,ATM,Success
TXN0064363,ACC002737,2024-01-14,Transfer,177335.60,NEFT,Success
TXN0065430,ACC004040,2024-01-14,Withdrawal,38720.52,UPI,Success
TXN0065661,ACC000160,2024-01-14,Withdrawal,8476.58,UPI,Success
TXN0065968,ACC000871,2024-01-14,Deposit,136746.46,IMPS,Success
TXN0066196,ACC000058,2024-01-14,Deposit,59174.29,NEFT,Success
TXN0067075,ACC003543,2024-01-14,Withdrawal,17721.03,IMPS,Success
TXN0067452,ACC002648,2024-01-14,Withdrawal,934.12,UPI,Success
TXN0067838,ACC002698,2024-01-14,Deposit,12930.50,Mobile Banking,Success
TXN0068124,ACC004673,2024-01-14,Withdrawal,5000.00,ATM,Success
TXN0068376,ACC004050,2024-01-14,Withdrawal,5000.00,ATM,Success
TXN0070101,ACC002011,2024-01-14,Withdrawal,45610.18,UPI,Success
TXN0071114,ACC000915,2024-01-14,Transfer,107405.10,NEFT,Success
TXN0071878,ACC003150,2024-01-14,Deposit,16516.74,UPI,Success
TXN0072923,ACC001131,2024-01-14,Deposit,406336.88,Branch,Success
TXN0073070,ACC002651,2024-01-14,Withdrawal,7406.24,UPI,Success
TXN0074147,ACC003180,2024-01-14,Transfer,27881.96,Net Banking,Success
TXN0076225,ACC000460,2024-01-14,Withdrawal,560.44,UPI,Success
TXN0076441,ACC003405,2024-01-14,Transfer,11525.96,Net Banking,Success
TXN0076581,ACC000257,2024-01-14,Withdrawal,194464.08,IMPS,Success
TXN0079244,ACC002236,2024-01-14,Deposit,26414.93,Mobile Banking,Success
TXN0079994,ACC002911,2024-01-14,Withdrawal,121571.81,IMPS,Success
TXN0081634,ACC004590,2024-01-14,Transfer,19442.65,IMPS,Success
TXN0082305,ACC005137,2024-01-14,Deposit,837.34,UPI,Success
TXN0082551,ACC001771,2024-01-14,Deposit,33394.32,NEFT,Success
TXN0083377,ACC002247,2024-01-14,Withdrawal,334.12,UPI,Failed
TXN0084218,ACC003509,2024-01-14,Withdrawal,12309.70,Net Banking,Success
TXN0085083,ACC003285,2024-01-14,Deposit,363.52,UPI,Success
TXN0086106,ACC005811,2024-01-14,Withdrawal,5000.00,ATM,Success
TXN0086540,ACC004507,2024-01-14,Deposit,9906.49,UPI,Success
TXN0086690,ACC005442,2024-01-14,Deposit,5673.88,Net Banking,Success
TXN0087682,ACC003307,2024-01-14,Transfer,235699.21,NEFT,Success
TXN0087809,ACC004047,2024-01-14,Withdrawal,1323.11,UPI,Success
TXN0087967,ACC001873,2024-01-14,Withdrawal,5000.00,ATM,Success
TXN0088915,ACC002849,2024-01-14,Withdrawal,4500.00,ATM,Success
TXN0090785,ACC006452,2024-01-14,Withdrawal,714.80,UPI,Success
TXN0090837,ACC002231,2024-01-14,Deposit,14048.61,Net Banking,Success
TXN0091081,ACC004724,2024-01-14,Deposit,5655.90,UPI,Pending
TXN0091813,ACC001409,2024-01-14,Withdrawal,10000.00,ATM,Success
TXN0092343,ACC004702,2024-01-14,Withdrawal,4500.00,ATM,Success
TXN0092564,ACC004116,2024-01-14,Withdrawal,3527.26,UPI,Success
TXN0092644,ACC004202,2024-01-14,Transfer,20354.02,IMPS,Success
TXN0092842,ACC003777,2024-01-14,Withdrawal,27529.92,IMPS,Success
TXN0094353,ACC005171,2024-01-14,Withdrawal,82109.01,Branch,Success
TXN0094399,ACC001329,2024-01-14,Withdrawal,7368.98,UPI,Success
TXN0094406,ACC005895,2024-01-14,Withdrawal,12577.36,UPI,Success
TXN0094429,ACC002446,2024-01-14,Withdrawal,3659.45,Net Banking,Success
TXN0094879,ACC003085,2024-01-14,Withdrawal,33433.69,Mobile Banking,Success
TXN0095509,ACC003505,2024-01-14,Withdrawal,8885.14,UPI,Success
TXN0095558,ACC006875,2024-01-14,Deposit,563.35,UPI,Success
TXN0096360,ACC000025,2024-01-14,Withdrawal,14532.93,Mobile Banking,Failed
TXN0097054,ACC004621,2024-01-14,Withdrawal,5961.87,Mobile Banking,Success
TXN0097151,ACC006377,2024-01-14,Withdrawal,7515.17,UPI,Success
TXN0097347,ACC003188,2024-01-14,Withdrawal,5000.00,ATM,Success
TXN0098019,ACC003775,2024-01-14,Withdrawal,1209.61,Net Banking,Success
TXN0098147,ACC003489,2024-01-14,Withdrawal,108.98,UPI,Success
TXN0098481,ACC001994,2024-01-14,Withdrawal,19807.08,Mobile Banking,Success
TXN0098575,ACC001412,2024-01-14,Withdrawal,8000.00,ATM,Success
TXN0098621,ACC002261,2024-01-14,Withdrawal,246611.68,NEFT,Success
TXN0098661,ACC003508,2024-01-14,Deposit,2215.49,UPI,Success
TXN0098706,ACC005970,2024-01-14,Withdrawal,2599.34,UPI,Success
TXN0099533,ACC003607,2024-01-14,Withdrawal,635.15,UPI,Success
TXN0099658,ACC004729,2024-01-14,Deposit,4286.88,Net Banking,Success
TXN0100399,ACC003201,2024-01-14,Withdrawal,251.04,UPI,Success
TXN0101018,ACC004710,2024-01-14,Transfer,3938.13,UPI,Success
TXN0101699,ACC005330,2024-01-14,Deposit,32107.23,Mobile Banking,Success
TXN0102755,ACC004040,2024-01-14,Withdrawal,342.57,UPI,Success
TXN0000308,ACC004227,2024-01-15,Deposit,578.63,UPI,Success
TXN0000356,ACC002931,2024-01-15,Deposit,6101.49,UPI,Success
TXN0001533,ACC001350,2024-01-15,Withdrawal,3000.00,ATM,Success
TXN0001613,ACC003111,2024-01-15,Deposit,901.76,UPI,Success
TXN0002815,ACC001999,2024-01-15,Withdrawal,40712.94,UPI,Success
TXN0003230,ACC000799,2024-01-15,Withdrawal,1000.00,ATM,Pending
TXN0003387,ACC001599,2024-01-15,Withdrawal,16185.01,Net Banking,Success
TXN0004218,ACC005007,2024-01-15,Deposit,153729.26,NEFT,Success
TXN0004811,ACC004637,2024-01-15,Withdrawal,851.16,UPI,Success
TXN0007674,ACC002607,2024-01-15,Deposit,9037.97,Mobile Banking,Success
TXN0007709,ACC001407,2024-01-15,Withdrawal,11965.03,Net Banking,Success
TXN0009053,ACC001859,2024-01-15,Deposit,30375.88,Mobile Banking,Success
TXN0009118,ACC004571,2024-01-15,Deposit,43211.29,Branch,Success
TXN0009225,ACC001841,2024-01-15,Withdrawal,4500.00,ATM,Success
TXN0010445,ACC003535,2024-01-15,Deposit,21376.76,NEFT,Success
TXN0011773,ACC000071,2024-01-15,Deposit,19088.54,Net Banking,Success
TXN0011798,ACC004047,2024-01-15,Withdrawal,7018.06,UPI,Success
TXN0011842,ACC002183,2024-01-15,Withdrawal,5029.51,Mobile Banking,Success
TXN0012272,ACC000457,2024-01-15,Withdrawal,375.04,UPI,Success
TXN0012595,ACC003400,2024-01-15,Withdrawal,4500.00,ATM,Success
TXN0013131,ACC005268,2024-01-15,Withdrawal,8000.00,ATM,Success
TXN0013156,ACC000751,2024-01-15,Withdrawal,11137.46,IMPS,Success
TXN0013450,ACC001667,2024-01-15,Withdrawal,247.41,UPI,Success
TXN0014234,ACC001407,2024-01-15,Withdrawal,3080.24,Mobile Banking,Success
TXN0015674,ACC000160,2024-01-15,Deposit,37343.49,UPI,Success
TXN0017127,ACC000843,2024-01-15,Deposit,264.45,UPI,Success
TXN0017441,ACC003387,2024-01-15,Deposit,200956.95,NEFT,Success
TXN0017562,ACC005632,2024-01-15,Withdrawal,2086.73,UPI,Success
TXN0019203,ACC003310,2024-01-15,Deposit,324.67,UPI,Success
TXN0019574,ACC004425,2024-01-15,Deposit,12632.81,POS / Debit Card,Success
TXN0020345,ACC000131,2024-01-15,Deposit,10167.11,Net Banking,Success
TXN0020442,ACC004868,2024-01-15,Withdrawal,20990.85,POS / Debit Card,Success
TXN0021573,ACC002061,2024-01-15,Withdrawal,18056.28,Net Banking,Success
TXN0021666,ACC002986,2024-01-15,Withdrawal,11109.87,NEFT,Success
TXN0024293,ACC001823,2024-01-15,Withdrawal,577.31,UPI,Success
TXN0024932,ACC004349,2024-01-15,Deposit,4713.04,UPI,Success
TXN0025293,ACC004492,2024-01-15,Withdrawal,5760.92,UPI,Success
TXN0026929,ACC001872,2024-01-15,Withdrawal,139030.10,IMPS,Success
TXN0027592,ACC006754,2024-01-15,Withdrawal,7967.45,UPI,Success
TXN0028118,ACC006346,2024-01-15,Deposit,3837.26,UPI,Success
TXN0029230,ACC005232,2024-01-15,Transfer,16363.42,Mobile Banking,Pending
TXN0029315,ACC005428,2024-01-15,Deposit,16748.02,Net Banking,Success
TXN0029531,ACC005944,2024-01-15,Deposit,32272.07,Mobile Banking,Success
TXN0031130,ACC004605,2024-01-15,Withdrawal,59529.57,IMPS,Success
TXN0031142,ACC002655,2024-01-15,Deposit,33987.64,Net Banking,Success
TXN0031784,ACC003897,2024-01-15,Withdrawal,500.00,ATM,Success
TXN0033781,ACC003829,2024-01-15,Withdrawal,104870.83,NEFT,Success
TXN0036016,ACC004041,2024-01-15,Deposit,7686.72,POS / Debit Card,Failed
TXN0040605,ACC001122,2024-01-15,Withdrawal,5000.00,ATM,Success
TXN0040882,ACC002144,2024-01-15,Deposit,9909.46,UPI,Success
TXN0042794,ACC002409,2024-01-15,Deposit,29416.78,Mobile Banking,Success
TXN0043211,ACC000319,2024-01-15,Withdrawal,500.00,ATM,Success
TXN0046489,ACC002014,2024-01-15,Withdrawal,2000.00,ATM,Success
TXN0046492,ACC001409,2024-01-15,Withdrawal,1490.87,UPI,Failed
TXN0046888,ACC000709,2024-01-15,Deposit,820.82,UPI,Success
TXN0048606,ACC003002,2024-01-15,Deposit,1046.95,Net Banking,Success
TXN0049303,ACC003178,2024-01-15,Withdrawal,11660.77,Mobile Banking,Success
TXN0050008,ACC002283,2024-01-15,Withdrawal,1299.24,Net Banking,Success
TXN0050988,ACC004863,2024-01-15,Withdrawal,8000.00,ATM,Success
TXN0051702,ACC003052,2024-01-15,Deposit,432554.32,Branch,Failed
TXN0053825,ACC002256,2024-01-15,Withdrawal,17980.92,Mobile Banking,Success
TXN0056175,ACC005133,2024-01-15,Transfer,15620.93,Net Banking,Success
TXN0056697,ACC006566,2024-01-15,Withdrawal,13048.50,Mobile Banking,Success
TXN0056769,ACC006493,2024-01-15,Withdrawal,3000.00,ATM,Success
TXN0057094,ACC006348,2024-01-15,Withdrawal,3000.00,ATM,Success
TXN0057633,ACC001087,2024-01-15,Withdrawal,10000.00,ATM,Success
TXN0060106,ACC006963,2024-01-15,Transfer,4695.50,UPI,Success
TXN0060324,ACC003365,2024-01-15,Withdrawal,1000.00,ATM,Success
TXN0061523,ACC006739,2024-01-15,Withdrawal,500.00,ATM,Failed
TXN0062694,ACC003833,2024-01-15,Withdrawal,10000.00,ATM,Success
TXN0063216,ACC006827,2024-01-15,Deposit,22561.13,UPI,Success
TXN0063716,ACC003206,2024-01-15,Transfer,1788.11,UPI,Success
TXN0064938,ACC006884,2024-01-15,Transfer,28354.51,Mobile Banking,Success
TXN0066165,ACC001282,2024-01-15,Deposit,29929.17,Net Banking,Success
TXN0066799,ACC001971,2024-01-15,Deposit,168798.96,NEFT,Success
TXN0066878,ACC001330,2024-01-15,Withdrawal,229.06,UPI,Failed
TXN0068035,ACC006918,2024-01-15,Withdrawal,35722.45,UPI,Success
TXN0069074,ACC006076,2024-01-15,Withdrawal,3000.00,ATM,Success
TXN0069763,ACC005567,2024-01-15,Withdrawal,467.06,UPI,Success
TXN0070528,ACC001191,2024-01-15,Deposit,27912.04,POS / Debit Card,Success
TXN0070556,ACC000001,2024-01-15,Transfer,111454.59,NEFT,Success
TXN0072460,ACC005203,2024-01-15,Withdrawal,716.12,Net Banking,Success
TXN0072484,ACC006201,2024-01-15,Withdrawal,5000.00,ATM,Success
TXN0072818,ACC000298,2024-01-15,Withdrawal,8000.00,ATM,Success
TXN0073760,ACC005802,2024-01-15,Deposit,642.16,UPI,Success
TXN0074562,ACC002454,2024-01-15,Transfer,78986.84,NEFT,Success
TXN0075041,ACC003781,2024-01-15,Withdrawal,8000.00,ATM,Success
TXN0075944,ACC005092,2024-01-15,Withdrawal,71057.22,NEFT,Success
TXN0076237,ACC003822,2024-01-15,Withdrawal,316.96,UPI,Success
TXN0076319,ACC002596,2024-01-15,Withdrawal,37442.73,NEFT,Success
TXN0078080,ACC006008,2024-01-15,Withdrawal,181247.72,IMPS,Success
TXN0078833,ACC005379,2024-01-15,Withdrawal,11666.49,Net Banking,Success
TXN0079690,ACC001904,2024-01-15,Withdrawal,136990.15,IMPS,Success
TXN0082331,ACC006739,2024-01-15,Withdrawal,5753.70,Net Banking,Success
TXN0082634,ACC002085,2024-01-15,Withdrawal,2073.53,UPI,Success
TXN0083109,ACC000502,2024-01-15,Withdrawal,12143.73,Net Banking,Success
TXN0083614,ACC004004,2024-01-15,Deposit,7999.19,UPI,Success
TXN0083631,ACC000859,2024-01-15,Deposit,64613.96,IMPS,Success
TXN0084443,ACC001467,2024-01-15,Withdrawal,12978.69,Net Banking,Success
TXN0084676,ACC003038,2024-01-15,Withdrawal,165548.33,NEFT,Success
TXN0085543,ACC006323,2024-01-15,Withdrawal,5719.37,NEFT,Success
TXN0087218,ACC000536,2024-01-15,Withdrawal,626.90,UPI,Success
TXN0088159,ACC002491,2024-01-15,Withdrawal,2000.00,ATM,Success
TXN0088437,ACC001950,2024-01-15,Deposit,32952.73,Mobile Banking,Success
TXN0089328,ACC002838,2024-01-15,Deposit,188576.41,NEFT,Success
TXN0090209,ACC000718,2024-01-15,Withdrawal,8000.00,ATM,Success
