Payment_ID,Loan_ID,Payment_Date,Payment_Amount,Payment_Status
PAY0005374,LOAN00215,2023-02-01,19145.10,Late
PAY0007059,LOAN00278,2023-02-01,17866.68,Paid
PAY0008517,LOAN00320,2023-02-01,45326.28,Paid
PAY0009393,LOAN00360,2023-02-01,21041.65,Paid
PAY0009721,LOAN00379,2023-02-01,26279.71,Paid
PAY0009755,LOAN00380,2023-02-01,53489.19,Paid
PAY0010200,LOAN00396,2023-02-01,6356.76,Paid
PAY0011559,LOAN00442,2023-02-01,60623.46,Paid
PAY0011658,LOAN00445,2023-02-01,48732.95,Paid
PAY0012487,LOAN00470,2023-02-01,3840.59,Paid
PAY0012559,LOAN00474,2023-02-01,21099.22,Late
PAY0015290,LOAN00574,2023-02-01,22535.32,Paid
PAY0016957,LOAN00635,2023-02-01,17657.25,Paid
PAY0021925,LOAN00825,2023-02-01,25487.13,Paid
PAY0022485,LOAN00841,2023-02-01,67553.99,Late
PAY0026080,LOAN00973,2023-02-01,57462.23,Paid
PAY0028592,LOAN01075,2023-02-01,53156.96,Paid
PAY0030478,LOAN01155,2023-02-01,32719.81,Late
PAY0033834,LOAN01284,2023-02-01,18275.41,Paid
PAY0033891,LOAN01287,2023-02-01,42400.75,Paid
PAY0038143,LOAN01453,2023-02-01,72463.97,Paid
PAY0040108,LOAN01515,2023-02-01,43158.03,Paid
PAY0042410,LOAN01601,2023-02-01,42106.79,Paid
PAY0046461,LOAN01748,2023-02-01,29366.31,Paid
PAY0047267,LOAN01779,2023-02-01,51096.97,Paid
PAY0047820,LOAN01798,2023-02-01,41011.09,Late
PAY0051849,LOAN01973,2023-02-01,18601.41,Late
PAY0052135,LOAN01982,2023-02-01,51855.78,Paid
PAY0054978,LOAN02097,2023-02-01,25622.24,Paid
PAY0057779,LOAN02204,2023-02-01,34098.26,Paid
PAY0059494,LOAN02270,2023-02-01,41379.35,Paid
PAY0059809,LOAN02283,2023-02-01,22271.38,Paid
PAY0060027,LOAN02289,2023-02-01,22350.74,Paid
PAY0063084,LOAN02404,2023-02-01,52201.50,Paid
PAY0068787,LOAN02610,2023-02-01,17510.91,Paid
PAY0068857,LOAN02611,2023-02-01,30395.15,Paid
PAY0068897,LOAN02612,2023-02-01,10823.13,Paid
PAY0069396,LOAN02634,2023-02-01,39085.35,Paid
PAY0072037,LOAN02736,2023-02-01,14887.10,Paid
PAY0072297,LOAN02744,2023-02-01,92937.37,Paid
PAY0072331,LOAN02746,2023-02-01,27777.00,Paid
PAY0073521,LOAN02785,2023-02-01,29936.53,Paid
PAY0073716,LOAN02795,2023-02-01,41180.03,Paid
PAY0074552,LOAN02833,2023-02-01,16870.97,Paid
PAY0075333,LOAN02864,2023-02-01,90085.11,Paid
PAY0078417,LOAN02972,2023-02-01,19766.70,Paid
PAY0000589,LOAN00022,2023-02-02,23359.17,Paid
PAY0002037,LOAN00081,2023-02-02,94452.44,Paid
PAY0002188,LOAN00091,2023-02-02,35573.15,Paid
PAY0006441,LOAN00257,2023-02-02,32788.41,Paid
PAY0010053,LOAN00392,2023-02-02,69499.26,Paid
PAY0010431,LOAN00404,2023-02-02,28311.43,Paid
PAY0010715,LOAN00413,2023-02-02,31751.92,Paid
PAY0011327,LOAN00432,2023-02-02,69692.33,Paid
PAY0011764,LOAN00449,2023-02-02,21463.33,Late
PAY0013986,LOAN00527,2023-02-02,14404.91,Paid
PAY0016202,LOAN00604,2023-02-02,23958.80,Paid
PAY0017577,LOAN00659,2023-02-02,73348.54,Paid
PAY0018470,LOAN00695,2023-02-02,5044.94,Paid
PAY0021248,LOAN00802,2023-02-02,81184.01,Paid
PAY0022502,LOAN00842,2023-02-02,113589.05,Paid
PAY0025824,LOAN00965,2023-02-02,25536.76,Paid
PAY0026020,LOAN00971,2023-02-02,8586.73,Paid
PAY0026971,LOAN01012,2023-02-02,29555.81,Paid
PAY0028406,LOAN01066,2023-02-02,83057.30,Paid
PAY0029325,LOAN01108,2023-02-02,25936.37,Paid
PAY0030937,LOAN01167,2023-02-02,13026.57,Paid
PAY0031452,LOAN01188,2023-02-02,28372.73,Paid
PAY0033550,LOAN01275,2023-02-02,28012.44,Paid
PAY0036383,LOAN01387,2023-02-02,3331.57,Late
PAY0039181,LOAN01487,2023-02-02,33497.74,Paid
PAY0040574,LOAN01527,2023-02-02,165233.70,Paid
PAY0041653,LOAN01568,2023-02-02,50250.33,Paid
PAY0043717,LOAN01650,2023-02-02,76808.44,Paid
PAY0045256,LOAN01703,2023-02-02,45514.84,Paid
PAY0048786,LOAN01840,2023-02-02,23289.43,Paid
PAY0048896,LOAN01848,2023-02-02,37445.42,Paid
PAY0052336,LOAN01992,2023-02-02,76238.21,Paid
PAY0054577,LOAN02080,2023-02-02,10870.62,Paid
PAY0055641,LOAN02118,2023-02-02,132057.10,Paid
PAY0057138,LOAN02181,2023-02-02,137604.13,Paid
PAY0058837,LOAN02251,2023-02-02,44385.32,Paid
PAY0063883,LOAN02436,2023-02-02,86426.34,Paid
PAY0064636,LOAN02470,2023-02-02,5839.95,Paid
PAY0065002,LOAN02482,2023-02-02,2344.29,Paid
PAY0066626,LOAN02535,2023-02-02,8891.11,Paid
PAY0067455,LOAN02563,2023-02-02,33746.95,Paid
PAY0068235,LOAN02591,2023-02-02,15864.65,Paid
PAY0068769,LOAN02609,2023-02-02,44401.94,Paid
PAY0070639,LOAN02684,2023-02-02,91866.58,Paid
PAY0072128,LOAN02739,2023-02-02,28131.31,Paid
PAY0010164,LOAN00395,2023-02-03,101393.80,Paid
PAY0011705,LOAN00447,2023-02-03,62847.28,Late
PAY0012578,LOAN00475,2023-02-03,12371.27,Paid
PAY0014141,LOAN00530,2023-02-03,110073.82,Paid
PAY0017622,LOAN00661,2023-02-03,13927.42,Paid
PAY0019218,LOAN00721,2023-02-03,37716.41,Paid
PAY0024089,LOAN00901,2023-02-03,29534.61,Paid
PAY0024543,LOAN00915,2023-02-03,56770.99,Paid
PAY0024947,LOAN00934,2023-02-03,17893.63,Paid
PAY0026284,LOAN00983,2023-02-03,54981.11,Paid
PAY0027606,LOAN01037,2023-02-03,27304.66,Late
PAY0031121,LOAN01174,2023-02-03,18394.02,Paid
PAY0034409,LOAN01300,2023-02-03,56054.01,Paid
PAY0040405,LOAN01524,2023-02-03,38122.72,Paid
PAY0044238,LOAN01665,2023-02-03,90371.66,Paid
PAY0051682,LOAN01970,2023-02-03,30328.18,Paid
PAY0053913,LOAN02049,2023-02-03,67665.08,Paid
PAY0054478,LOAN02076,2023-02-03,8694.70,Paid
PAY0054908,LOAN02093,2023-02-03,78697.74,Paid
PAY0058061,LOAN02223,2023-02-03,77660.57,Paid
PAY0058253,LOAN02230,2023-02-03,25931.63,Paid
PAY0060209,LOAN02297,2023-02-03,16011.91,Paid
PAY0062493,LOAN02382,2023-02-03,11077.28,Paid
PAY0065383,LOAN02492,2023-02-03,19821.73,Late
PAY0065562,LOAN02500,2023-02-03,84196.09,Late
PAY0066003,LOAN02519,2023-02-03,27291.72,Paid
PAY0070051,LOAN02663,2023-02-03,44111.57,Paid
PAY0072790,LOAN02757,2023-02-03,68514.67,Paid
PAY0076422,LOAN02898,2023-02-03,36325.52,Paid
PAY0077224,LOAN02928,2023-02-03,41345.52,Paid
PAY0078504,LOAN02974,2023-02-03,47756.97,Paid
PAY0078663,LOAN02983,2023-02-03,11333.11,Paid
PAY0002503,LOAN00101,2023-02-04,9229.09,Paid
PAY0002622,LOAN00105,2023-02-04,13762.53,Paid
PAY0003080,LOAN00123,2023-02-04,93991.83,Paid
PAY0005461,LOAN00219,2023-02-04,90645.67,Late
PAY0006853,LOAN00273,2023-02-04,39229.92,Paid
PAY0014315,LOAN00538,2023-02-04,34125.24,Paid
PAY0015088,LOAN00563,2023-02-04,107446.09,Late
PAY0015146,LOAN00568,2023-02-04,2062.42,Paid
PAY0015826,LOAN00593,2023-02-04,95322.14,Paid
PAY0016683,LOAN00626,2023-02-04,134355.63,Paid
PAY0020312,LOAN00769,2023-02-04,28075.87,Paid
PAY0023875,LOAN00893,2023-02-04,36773.07,Paid
PAY0025780,LOAN00963,2023-02-04,4851.83,Paid
PAY0031932,LOAN01204,2023-02-04,24972.77,Paid
PAY0031986,LOAN01206,2023-02-04,41366.35,Paid
PAY0032796,LOAN01241,2023-02-04,14147.44,Paid
PAY0033486,LOAN01271,2023-02-04,1447.88,Paid
PAY0034664,LOAN01309,2023-02-04,22489.24,Paid
PAY0037073,LOAN01410,2023-02-04,59936.78,Paid
PAY0037542,LOAN01429,2023-02-04,32730.28,Paid
PAY0046341,LOAN01743,2023-02-04,23388.22,Paid
PAY0047617,LOAN01789,2023-02-04,39526.80,Paid
PAY0048945,LOAN01852,2023-02-04,64826.89,Paid
PAY0050253,LOAN01911,2023-02-04,22229.69,Paid
PAY0053049,LOAN02019,2023-02-04,74377.16,Paid
PAY0053249,LOAN02025,2023-02-04,13763.04,Paid
PAY0054389,LOAN02073,2023-02-04,34106.43,Paid
PAY0056809,LOAN02171,2023-02-04,7907.13,Paid
PAY0056904,LOAN02174,2023-02-04,13397.54,Late
PAY0057676,LOAN02201,2023-02-04,14952.78,Paid
PAY0058147,LOAN02227,2023-02-04,78146.66,Paid
PAY0064974,LOAN02481,2023-02-04,24778.28,Paid
PAY0065676,LOAN02507,2023-02-04,28070.35,Late
PAY0069257,LOAN02630,2023-02-04,96606.27,Paid
PAY0069640,LOAN02642,2023-02-04,28587.39,Paid
PAY0070256,LOAN02671,2023-02-04,18386.50,Paid
PAY0071248,LOAN02707,2023-02-04,6996.17,Paid
PAY0073995,LOAN02808,2023-02-04,6650.91,Paid
PAY0074252,LOAN02819,2023-02-04,23046.70,Paid
PAY0076110,LOAN02888,2023-02-04,18849.22,Paid
PAY0078036,LOAN02957,2023-02-04,17724.71,Paid
PAY0078083,LOAN02959,2023-02-04,15425.99,Paid
PAY0001014,LOAN00044,2023-02-05,102885.87,Paid
PAY0006883,LOAN00274,2023-02-05,69212.00,Paid
PAY0018620,LOAN00700,2023-02-05,25741.35,Paid
PAY0018836,LOAN00708,2023-02-05,12532.77,Late
PAY0018882,LOAN00709,2023-02-05,10540.31,Paid
PAY0021156,LOAN00799,2023-02-05,29805.62,Late
PAY0024150,LOAN00904,2023-02-05,106177.10,Paid
PAY0024508,LOAN00913,2023-02-05,54591.98,Paid
PAY0025737,LOAN00961,2023-02-05,47050.75,Paid
PAY0025991,LOAN00970,2023-02-05,24992.48,Paid
PAY0029794,LOAN01128,2023-02-05,63395.76,Paid
PAY0030386,LOAN01154,2023-02-05,29520.31,Paid
PAY0034320,LOAN01296,2023-02-05,18457.89,Paid
PAY0036902,LOAN01403,2023-02-05,41456.37,Paid
PAY0038226,LOAN01455,2023-02-05,245154.89,Paid
PAY0042453,LOAN01602,2023-02-05,85514.69,Paid
PAY0043005,LOAN01627,2023-02-05,5167.29,Paid
PAY0043277,LOAN01635,2023-02-05,40835.59,Paid
PAY0044316,LOAN01667,2023-02-05,54845.34,Paid
PAY0044591,LOAN01676,2023-02-05,108136.77,Paid
PAY0045909,LOAN01724,2023-02-05,59427.13,Paid
PAY0050064,LOAN01901,2023-02-05,6964.55,Paid
PAY0050142,LOAN01905,2023-02-05,59519.93,Late
PAY0051962,LOAN01977,2023-02-05,22515.87,Paid
PAY0052156,LOAN01983,2023-02-05,27769.63,Paid
PAY0052727,LOAN02006,2023-02-05,57028.61,Paid
PAY0056987,LOAN02177,2023-02-05,27947.56,Paid
PAY0058401,LOAN02236,2023-02-05,28849.54,Paid
PAY0061278,LOAN02330,2023-02-05,38888.18,Paid
PAY0062638,LOAN02389,2023-02-05,55507.28,Paid
PAY0066166,LOAN02523,2023-02-05,8401.74,Paid
PAY0066226,LOAN02525,2023-02-05,27624.74,Paid
PAY0066270,LOAN02526,2023-02-05,72774.05,Paid
PAY0071551,LOAN02720,2023-02-05,68141.03,Paid
PAY0072198,LOAN02741,2023-02-05,41595.30,Paid
PAY0074782,LOAN02843,2023-02-05,32360.89,Paid
PAY0078453,LOAN02973,2023-02-05,45335.31,Paid
PAY0078773,LOAN02989,2023-02-05,102583.22,Paid
PAY0001124,LOAN00047,2023-02-06,110469.87,Paid
PAY0002062,LOAN00082,2023-02-06,20366.89,Paid
PAY0005199,LOAN00209,2023-02-06,31420.57,Late
PAY0006372,LOAN00255,2023-02-06,17811.36,Paid
PAY0009190,LOAN00346,2023-02-06,22010.50,Paid
PAY0012106,LOAN00459,2023-02-06,78530.73,Paid
PAY0013789,LOAN00523,2023-02-06,65042.62,Paid
PAY0017982,LOAN00678,2023-02-06,84949.99,Paid
PAY0019794,LOAN00744,2023-02-06,24431.23,Paid
PAY0020591,LOAN00776,2023-02-06,38111.74,Paid
PAY0021226,LOAN00801,2023-02-06,22164.56,Paid
PAY0021573,LOAN00812,2023-02-06,43335.36,Paid
PAY0022602,LOAN00848,2023-02-06,46241.18,Paid
PAY0024992,LOAN00935,2023-02-06,5050.49,Paid
PAY0027005,LOAN01013,2023-02-06,127285.60,Paid
PAY0027069,LOAN01014,2023-02-06,104253.56,Late
PAY0027819,LOAN01043,2023-02-06,84470.65,Paid
PAY0028050,LOAN01052,2023-02-06,89446.94,Paid
PAY0028224,LOAN01057,2023-02-06,147075.29,Paid
PAY0028508,LOAN01070,2023-02-06,73318.57,Paid
PAY0028546,LOAN01073,2023-02-06,4747.21,Paid
PAY0031960,LOAN01205,2023-02-06,59959.32,Late
PAY0035650,LOAN01357,2023-02-06,30525.58,Paid
PAY0036294,LOAN01385,2023-02-06,29792.43,Paid
PAY0037352,LOAN01421,2023-02-06,51028.24,Paid
PAY0038928,LOAN01478,2023-02-06,59698.31,Paid
PAY0039638,LOAN01501,2023-02-06,70337.75,Paid
PAY0040918,LOAN01540,2023-02-06,27991.95,Paid
PAY0044377,LOAN01668,2023-02-06,58670.34,Late
PAY0047750,LOAN01797,2023-02-06,67999.51,Paid
PAY0047840,LOAN01799,2023-02-06,19121.30,Paid
PAY0047897,LOAN01801,2023-02-06,42469.82,Paid
PAY0049220,LOAN01864,2023-02-06,68126.97,Paid
PAY0049320,LOAN01869,2023-02-06,52385.22,Paid
PAY0050049,LOAN01900,2023-02-06,8408.04,Paid
PAY0050940,LOAN01938,2023-02-06,52682.25,Paid
PAY0054153,LOAN02060,2023-02-06,86417.68,Paid
PAY0055253,LOAN02105,2023-02-06,63948.04,Paid
PAY0057368,LOAN02188,2023-02-06,32281.28,Paid
PAY0058120,LOAN02226,2023-02-06,59965.61,Paid
PAY0059063,LOAN02256,2023-02-06,14242.61,Late
PAY0059996,LOAN02288,2023-02-06,30480.71,Paid
PAY0062589,LOAN02387,2023-02-06,3545.07,Paid
PAY0063266,LOAN02409,2023-02-06,85417.05,Paid
PAY0063690,LOAN02428,2023-02-06,11432.10,Late
PAY0063783,LOAN02432,2023-02-06,92616.40,Paid
PAY0063840,LOAN02435,2023-02-06,61231.94,Paid
PAY0066115,LOAN02521,2023-02-06,5469.89,Paid
PAY0067974,LOAN02581,2023-02-06,24281.21,Paid
PAY0071098,LOAN02700,2023-02-06,19842.58,Paid
PAY0073195,LOAN02771,2023-02-06,20159.05,Paid
PAY0073627,LOAN02790,2023-02-06,65771.70,Failed
PAY0073884,LOAN02801,2023-02-06,21170.65,Paid
PAY0075424,LOAN02866,2023-02-06,99708.45,Paid
PAY0078194,LOAN02961,2023-02-06,73326.81,Paid
PAY0078682,LOAN02984,2023-02-06,87552.43,Paid
PAY0001506,LOAN00066,2023-02-07,24040.85,Paid
PAY0001665,LOAN00072,2023-02-07,107205.49,Late
PAY0003226,LOAN00130,2023-02-07,29621.11,Paid
PAY0004254,LOAN00171,2023-02-07,10550.80,Paid
PAY0004968,LOAN00200,2023-02-07,56258.64,Paid
PAY0009841,LOAN00382,2023-02-07,57852.06,Paid
PAY0013407,LOAN00508,2023-02-07,14093.59,Paid
PAY0014285,LOAN00537,2023-02-07,113039.18,Paid
PAY0016558,LOAN00620,2023-02-07,60497.73,Paid
PAY0019555,LOAN00736,2023-02-07,5520.11,Paid
PAY0020511,LOAN00772,2023-02-07,29918.84,Paid
PAY0024044,LOAN00900,2023-02-07,7892.14,Paid
PAY0025218,LOAN00943,2023-02-07,34517.41,Paid
PAY0026069,LOAN00972,2023-02-07,16435.95,Paid
PAY0029618,LOAN01121,2023-02-07,40672.16,Paid
PAY0029931,LOAN01133,2023-02-07,31873.83,Paid
PAY0030170,LOAN01146,2023-02-07,94634.82,Paid
PAY0032094,LOAN01209,2023-02-07,52722.75,Paid
PAY0033432,LOAN01268,2023-02-07,4565.64,Paid
PAY0033593,LOAN01276,2023-02-07,18078.27,Paid
PAY0033673,LOAN01280,2023-02-07,14089.40,Paid
PAY0035164,LOAN01335,2023-02-07,34937.10,Paid
PAY0035328,LOAN01341,2023-02-07,59385.07,Paid
PAY0036119,LOAN01377,2023-02-07,16216.53,Paid
PAY0038002,LOAN01449,2023-02-07,4843.21,Paid
PAY0041924,LOAN01577,2023-02-07,38561.90,Paid
PAY0044960,LOAN01690,2023-02-07,47259.76,Paid
PAY0047098,LOAN01773,2023-02-07,73566.76,Paid
PAY0052477,LOAN01996,2023-02-07,16927.46,Paid
PAY0053340,LOAN02030,2023-02-07,69853.67,Paid
PAY0054744,LOAN02088,2023-02-07,1274.82,Paid
PAY0056205,LOAN02142,2023-02-07,32910.02,Paid
PAY0056400,LOAN02149,2023-02-07,66019.75,Paid
PAY0057797,LOAN02206,2023-02-07,25013.37,Paid
PAY0058168,LOAN02228,2023-02-07,26194.55,Paid
PAY0061488,LOAN02342,2023-02-07,26422.22,Paid
PAY0061918,LOAN02361,2023-02-07,110477.98,Late
PAY0062555,LOAN02384,2023-02-07,37108.49,Paid
PAY0063455,LOAN02413,2023-02-07,73019.08,Paid
PAY0065796,LOAN02512,2023-02-07,12571.01,Paid
PAY0068190,LOAN02589,2023-02-07,27699.77,Paid
PAY0070776,LOAN02691,2023-02-07,109992.18,Paid
PAY0070891,LOAN02694,2023-02-07,11976.40,Paid
PAY0071504,LOAN02718,2023-02-07,34041.83,Paid
PAY0071532,LOAN02719,2023-02-07,24431.15,Paid
PAY0071918,LOAN02733,2023-02-07,51501.55,Paid
PAY0074378,LOAN02827,2023-02-07,17146.51,Late
PAY0078985,LOAN02998,2023-02-07,30047.02,Paid
PAY0002324,LOAN00095,2023-02-08,43453.40,Paid
PAY0004109,LOAN00166,2023-02-08,57179.18,Paid
PAY0004416,LOAN00176,2023-02-08,52843.71,Paid
PAY0005934,LOAN00234,2023-02-08,22033.43,Paid
PAY0006083,LOAN00241,2023-02-08,38792.48,Paid
PAY0007791,LOAN00297,2023-02-08,2662.75,Paid
PAY0007862,LOAN00301,2023-02-08,97604.61,Paid
PAY0007954,LOAN00302,2023-02-08,53749.65,Paid
PAY0008921,LOAN00334,2023-02-08,82579.88,Paid
PAY0009080,LOAN00343,2023-02-08,73881.11,Paid
PAY0013234,LOAN00501,2023-02-08,63568.48,Paid
PAY0016186,LOAN00603,2023-02-08,75645.09,Late
PAY0017846,LOAN00670,2023-02-08,12932.56,Paid
PAY0017885,LOAN00673,2023-02-08,9917.77,Paid
PAY0018014,LOAN00679,2023-02-08,115002.00,Paid
PAY0022222,LOAN00834,2023-02-08,53051.12,Paid
PAY0024695,LOAN00922,2023-02-08,1269.76,Paid
PAY0025329,LOAN00946,2023-02-08,50699.36,Paid
PAY0026217,LOAN00979,2023-02-08,16869.87,Paid
PAY0026635,LOAN01000,2023-02-08,163489.58,Late
PAY0026904,LOAN01009,2023-02-08,166158.60,Paid
PAY0027672,LOAN01039,2023-02-08,40473.35,Paid
PAY0028667,LOAN01078,2023-02-08,44640.75,Paid
PAY0030662,LOAN01158,2023-02-08,17667.33,Paid
PAY0036344,LOAN01386,2023-02-08,38156.18,Paid
PAY0036642,LOAN01393,2023-02-08,34879.15,Paid
PAY0037434,LOAN01424,2023-02-08,68860.86,Paid
PAY0037882,LOAN01445,2023-02-08,22729.98,Paid
PAY0038625,LOAN01468,2023-02-08,3168.96,Paid
PAY0041315,LOAN01553,2023-02-08,51598.23,Paid
PAY0041526,LOAN01563,2023-02-08,92657.14,Paid
PAY0042014,LOAN01584,2023-02-08,53460.00,Paid
PAY0043300,LOAN01636,2023-02-08,35805.93,Paid
PAY0044640,LOAN01679,2023-02-08,44217.77,Paid
PAY0045202,LOAN01700,2023-02-08,25529.53,Paid
PAY0045660,LOAN01715,2023-02-08,83562.12,Late
PAY0046205,LOAN01737,2023-02-08,109856.29,Paid
PAY0046236,LOAN01738,2023-02-08,5133.73,Paid
PAY0046299,LOAN01741,2023-02-08,10924.54,Paid
PAY0047530,LOAN01787,2023-02-08,53299.00,Paid
PAY0050441,LOAN01920,2023-02-08,29442.59,Paid
PAY0050751,LOAN01933,2023-02-08,16167.02,Paid
PAY0052304,LOAN01991,2023-02-08,38757.03,Paid
PAY0053614,LOAN02037,2023-02-08,64775.86,Paid
PAY0056766,LOAN02170,2023-02-08,37766.47,Paid
PAY0059461,LOAN02268,2023-02-08,25741.21,Paid
PAY0062000,LOAN02363,2023-02-08,22257.36,Paid
PAY0063066,LOAN02403,2023-02-08,40385.58,Paid
PAY0064373,LOAN02459,2023-02-08,45684.45,Paid
PAY0069188,LOAN02628,2023-02-08,2482.77,Paid
PAY0069413,LOAN02635,2023-02-08,8777.90,Paid
PAY0069982,LOAN02660,2023-02-08,29966.18,Paid
PAY0070025,LOAN02661,2023-02-08,38446.30,Late
PAY0070359,LOAN02676,2023-02-08,65125.66,Paid
PAY0072235,LOAN02742,2023-02-08,17579.91,Paid
PAY0073404,LOAN02781,2023-02-08,42605.93,Paid
PAY0074597,LOAN02835,2023-02-08,105797.98,Paid
PAY0074898,LOAN02847,2023-02-08,67023.38,Paid
PAY0076452,LOAN02899,2023-02-08,7099.98,Paid
PAY0077188,LOAN02927,2023-02-08,7949.03,Paid
PAY0001220,LOAN00053,2023-02-09,39371.04,Paid
PAY0001370,LOAN00061,2023-02-09,14503.52,Paid
PAY0003865,LOAN00152,2023-02-09,15923.46,Paid
PAY0004013,LOAN00161,2023-02-09,44464.58,Paid
PAY0004527,LOAN00181,2023-02-09,22595.68,Paid
PAY0005726,LOAN00228,2023-02-09,51210.86,Paid
PAY0008957,LOAN00337,2023-02-09,52308.92,Paid
PAY0009978,LOAN00389,2023-02-09,15949.13,Paid
PAY0011197,LOAN00429,2023-02-09,14625.04,Paid
PAY0011633,LOAN00444,2023-02-09,10378.17,Paid
PAY0013471,LOAN00510,2023-02-09,69490.42,Late
PAY0014407,LOAN00541,2023-02-09,18895.71,Paid
PAY0014492,LOAN00542,2023-02-09,89771.07,Paid
PAY0015701,LOAN00586,2023-02-09,26411.00,Paid
PAY0016331,LOAN00608,2023-02-09,10043.81,Paid
PAY0020984,LOAN00791,2023-02-09,57126.25,Paid
PAY0021768,LOAN00820,2023-02-09,17035.41,Paid
PAY0022710,LOAN00851,2023-02-09,16689.06,Paid
PAY0024134,LOAN00903,2023-02-09,19223.96,Paid
PAY0032735,LOAN01238,2023-02-09,40923.20,Paid
PAY0033089,LOAN01256,2023-02-09,16032.40,Paid
PAY0033210,LOAN01260,2023-02-09,45650.18,Paid
PAY0033239,LOAN01262,2023-02-09,21119.43,Late
PAY0034345,LOAN01298,2023-02-09,33304.77,Paid
PAY0035901,LOAN01369,2023-02-09,39026.68,Paid
PAY0036573,LOAN01391,2023-02-09,22271.10,Paid
PAY0037245,LOAN01416,2023-02-09,64655.46,Paid
PAY0037612,LOAN01434,2023-02-09,14182.69,Paid
PAY0043554,LOAN01645,2023-02-09,40505.98,Paid
PAY0045132,LOAN01698,2023-02-09,13208.50,Paid
PAY0049414,LOAN01874,2023-02-09,6818.34,Paid
PAY0050501,LOAN01923,2023-02-09,19058.32,Paid
PAY0050897,LOAN01937,2023-02-09,73558.94,Paid
PAY0054723,LOAN02087,2023-02-09,77127.58,Paid
PAY0058324,LOAN02232,2023-02-09,67922.53,Paid
PAY0060080,LOAN02291,2023-02-09,39614.06,Paid
PAY0061449,LOAN02341,2023-02-09,36283.03,Paid
PAY0064906,LOAN02478,2023-02-09,34449.21,Late
PAY0065360,LOAN02491,2023-02-09,125796.13,Paid
PAY0066753,LOAN02541,2023-02-09,32099.86,Paid
PAY0066800,LOAN02542,2023-02-09,38426.07,Paid
PAY0069295,LOAN02631,2023-02-09,24900.52,Paid
PAY0070092,LOAN02664,2023-02-09,35918.53,Paid
PAY0073909,LOAN02802,2023-02-09,50425.91,Paid
PAY0075781,LOAN02878,2023-02-09,32469.26,Paid
PAY0077124,LOAN02924,2023-02-09,90918.43,Paid
PAY0077392,LOAN02935,2023-02-09,48145.80,Paid
PAY0077516,LOAN02939,2023-02-09,9263.41,Paid
PAY0004637,LOAN00184,2023-02-10,35977.60,Paid
PAY0005647,LOAN00226,2023-02-10,9812.07,Paid
PAY0009473,LOAN00362,2023-02-10,42751.91,Paid
PAY0010279,LOAN00399,2023-02-10,13322.29,Paid
PAY0010409,LOAN00403,2023-02-10,27211.61,Late
PAY0011353,LOAN00433,2023-02-10,14194.00,Paid
PAY0016914,LOAN00633,2023-02-10,18456.19,Paid
PAY0019998,LOAN00752,2023-02-10,67494.82,Paid
PAY0020543,LOAN00774,2023-02-10,39613.59,Paid
PAY0020641,LOAN00778,2023-02-10,24079.91,Paid
PAY0020741,LOAN00780,2023-02-10,51452.86,Paid
PAY0022095,LOAN00831,2023-02-10,27721.43,Paid
PAY0024679,LOAN00921,2023-02-10,52186.31,Paid
PAY0024862,LOAN00930,2023-02-10,19381.14,Paid
PAY0024907,LOAN00931,2023-02-10,9532.62,Paid
PAY0026766,LOAN01006,2023-02-10,11966.11,Paid
PAY0027313,LOAN01025,2023-02-10,70084.71,Paid
PAY0028376,LOAN01063,2023-02-10,9341.70,Paid
PAY0029396,LOAN01112,2023-02-10,24877.83,Paid
PAY0031038,LOAN01170,2023-02-10,31801.93,Paid
PAY0036958,LOAN01406,2023-02-10,7366.18,Paid
PAY0037473,LOAN01426,2023-02-10,32029.50,Paid
PAY0039927,LOAN01510,2023-02-10,52561.37,Paid
PAY0040469,LOAN01525,2023-02-10,8775.60,Paid
PAY0041196,LOAN01548,2023-02-10,62220.26,Paid
PAY0041352,LOAN01558,2023-02-10,116992.60,Failed
PAY0042250,LOAN01595,2023-02-10,63152.51,Paid
PAY0044701,LOAN01680,2023-02-10,23545.50,Paid
PAY0045677,LOAN01716,2023-02-10,25464.85,Paid
PAY0048061,LOAN01808,2023-02-10,28011.62,Paid
PAY0048404,LOAN01820,2023-02-10,47625.26,Paid
PAY0048642,LOAN01832,2023-02-10,24696.31,Paid
PAY0050105,LOAN01903,2023-02-10,21877.48,Paid
PAY0050314,LOAN01913,2023-02-10,61454.63,Paid
PAY0050514,LOAN01924,2023-02-10,71664.02,Paid
PAY0051542,LOAN01965,2023-02-10,67063.51,Paid
PAY0052619,LOAN02002,2023-02-10,56933.58,Paid
PAY0053207,LOAN02024,2023-02-10,34281.16,Paid
PAY0055364,LOAN02111,2023-02-10,52881.92,Late
PAY0057121,LOAN02180,2023-02-10,25611.42,Paid
PAY0059140,LOAN02259,2023-02-10,90050.21,Paid
PAY0059717,LOAN02280,2023-02-10,22587.57,Paid
PAY0061607,LOAN02347,2023-02-10,106775.34,Paid
PAY0062335,LOAN02373,2023-02-10,172176.71,Paid
PAY0063105,LOAN02405,2023-02-10,10045.00,Paid
PAY0064752,LOAN02473,2023-02-10,40702.39,Paid
PAY0065115,LOAN02486,2023-02-10,19727.50,Paid
PAY0066473,LOAN02529,2023-02-10,19261.14,Paid
PAY0066558,LOAN02533,2023-02-10,14353.60,Paid
PAY0066897,LOAN02546,2023-02-10,89337.90,Paid
PAY0067511,LOAN02565,2023-02-10,5061.02,Paid
