Card_ID,Customer_ID,Card_Type,Issue_Date,Credit_Limit,Card_Status
CARD000306,CUST04313,Credit Card,2022-10-10,100000.00,Active
CARD001363,CUST02853,Debit Card,2022-10-10,50000.00,Active
CARD001483,CUST04245,Debit Card,2022-10-10,100000.00,Active
CARD002456,CUST03493,Credit Card,2022-10-10,1000000.00,Active
CARD002580,CUST01983,Debit Card,2022-10-10,200000.00,Active
CARD004202,CUST03334,Credit Card,2022-10-10,150000.00,Active
CARD004296,CUST02389,Credit Card,2022-10-12,50000.00,Active
CARD004623,CUST00405,Credit Card,2022-10-12,50000.00,Active
CARD004933,CUST04992,Credit Card,2022-10-12,250000.00,Blocked
CARD000054,CUST02513,Debit Card,2022-10-13,200000.00,Active
CARD000146,CUST02755,Debit Card,2022-10-13,200000.00,Active
CARD000359,CUST00681,Debit Card,2022-10-13,100000.00,Active
CARD000995,CUST04281,Debit Card,2022-10-13,100000.00,Active
CARD003664,CUST00560,Debit Card,2022-10-13,200000.00,Active
CARD004044,CUST01096,Credit Card,2022-10-13,250000.00,Active
CARD001018,CUST00609,Credit Card,2022-10-14,150000.00,Blocked
CARD000767,CUST00119,Debit Card,2022-10-15,25000.00,Active
CARD001369,CUST04583,Prepaid Card,2022-10-15,50000.00,Active
CARD004854,CUST04969,Prepaid Card,2022-10-15,50000.00,Active
CARD000958,CUST04410,Debit Card,2022-10-16,25000.00,Active
CARD001568,CUST00490,Credit Card,2022-10-16,500000.00,Active
CARD002294,CUST04767,Prepaid Card,2022-10-16,50000.00,Inactive
CARD002706,CUST04100,Debit Card,2022-10-16,200000.00,Active
CARD002852,CUST03903,Debit Card,2022-10-16,25000.00,Expired
CARD004906,CUST00344,Credit Card,2022-10-16,1000000.00,Active
CARD003682,CUST00849,Credit Card,2022-10-17,150000.00,Active
CARD002549,CUST04878,Credit Card,2022-10-18,500000.00,Blocked
CARD002953,CUST04373,Credit Card,2022-10-19,50000.00,Active
CARD004358,CUST04744,Credit Card,2022-10-19,100000.00,Active
CARD000713,CUST03114,Debit Card,2022-10-20,50000.00,Active
CARD000914,CUST04294,Credit Card,2022-10-20,1000000.00,Inactive
CARD003543,CUST03378,Corporate Card,2022-10-20,500000.00,Active
CARD001089,CUST00824,Credit Card,2022-10-21,50000.00,Active
CARD001416,CUST00135,Credit Card,2022-10-21,50000.00,Active
CARD003960,CUST02109,Credit Card,2022-10-21,1000000.00,Active
CARD004570,CUST03194,Debit Card,2022-10-21,200000.00,Expired
CARD005174,CUST01271,Credit Card,2022-10-21,250000.00,Active
CARD000455,CUST01147,Debit Card,2022-10-22,25000.00,Active
CARD002617,CUST04273,Credit Card,2022-10-22,1000000.00,Active
CARD000400,CUST00532,Credit Card,2022-10-24,250000.00,Active
CARD002476,CUST04238,Debit Card,2022-10-24,100000.00,Active
CARD003523,CUST01839,Debit Card,2022-10-24,100000.00,Active
CARD001188,CUST01320,Credit Card,2022-10-25,100000.00,Active
CARD002330,CUST02628,Debit Card,2022-10-25,200000.00,Active
CARD002416,CUST03362,Debit Card,2022-10-25,200000.00,Active
CARD003571,CUST02626,Credit Card,2022-10-25,1000000.00,Active
CARD004085,CUST04740,Credit Card,2022-10-25,150000.00,Active
CARD003424,CUST02527,Debit Card,2022-10-26,50000.00,Active
CARD003884,CUST03823,Credit Card,2022-10-26,1000000.00,Active
CARD004500,CUST00282,Debit Card,2022-10-26,200000.00,Active
CARD004266,CUST01614,Debit Card,2022-10-27,50000.00,Expired
CARD002207,CUST04760,Debit Card,2022-10-28,25000.00,Active
CARD002313,CUST02399,Debit Card,2022-10-28,25000.00,Active
CARD003633,CUST03683,Debit Card,2022-10-28,100000.00,Active
CARD004678,CUST01487,Debit Card,2022-10-28,25000.00,Active
CARD005146,CUST04530,Credit Card,2022-10-29,500000.00,Active
CARD000397,CUST00505,Credit Card,2022-10-30,100000.00,Active
CARD001317,CUST02653,Credit Card,2022-10-30,500000.00,Active
CARD002403,CUST03475,Credit Card,2022-10-30,1000000.00,Active
CARD002862,CUST03785,Credit Card,2022-11-01,50000.00,Active
CARD000654,CUST00645,Credit Card,2022-11-02,250000.00,Active
CARD002937,CUST04438,Debit Card,2022-11-02,25000.00,Active
CARD003883,CUST01619,Debit Card,2022-11-02,50000.00,Active
CARD004210,CUST01296,Credit Card,2022-11-02,250000.00,Inactive
CARD004875,CUST00771,Credit Card,2022-11-02,250000.00,Active
CARD003128,CUST00859,Debit Card,2022-11-03,200000.00,Active
CARD004156,CUST01369,Corporate Card,2022-11-03,1500000.00,Active
CARD000820,CUST03113,Debit Card,2022-11-04,100000.00,Active
CARD001581,CUST03916,Debit Card,2022-11-04,100000.00,Active
CARD002185,CUST00717,Prepaid Card,2022-11-04,25000.00,Active
CARD002665,CUST01585,Credit Card,2022-11-04,250000.00,Active
CARD002800,CUST03582,Debit Card,2022-11-04,25000.00,Inactive
CARD004017,CUST00173,Prepaid Card,2022-11-04,50000.00,Active
CARD004227,CUST02339,Credit Card,2022-11-04,100000.00,Active
CARD004842,CUST04360,Credit Card,2022-11-04,100000.00,Active
CARD000706,CUST04028,Debit Card,2022-11-05,25000.00,Active
CARD002562,CUST00103,Debit Card,2022-11-05,200000.00,Active
CARD004585,CUST01725,Debit Card,2022-11-05,50000.00,Active
CARD002659,CUST02190,Corporate Card,2022-11-06,1500000.00,Active
CARD001558,CUST01950,Credit Card,2022-11-07,100000.00,Expired
CARD002374,CUST00565,Debit Card,2022-11-07,50000.00,Active
CARD003138,CUST00936,Debit Card,2022-11-07,50000.00,Active
CARD002053,CUST02826,Credit Card,2022-11-08,500000.00,Blocked
CARD003060,CUST00830,Debit Card,2022-11-08,200000.00,Active
CARD000969,CUST01115,Credit Card,2022-11-09,1000000.00,Active
CARD003759,CUST00037,Credit Card,2022-11-09,1000000.00,Active
CARD004176,CUST01380,Debit Card,2022-11-09,25000.00,Active
CARD000002,CUST02721,Debit Card,2022-11-10,200000.00,Active
CARD000645,CUST04775,Prepaid Card,2022-11-10,50000.00,Active
CARD001392,CUST01249,Credit Card,2022-11-10,1000000.00,Active
CARD002664,CUST02559,Debit Card,2022-11-10,25000.00,Active
CARD003297,CUST03916,Debit Card,2022-11-10,50000.00,Inactive
CARD001235,CUST00028,Prepaid Card,2022-11-11,50000.00,Expired
CARD005024,CUST01783,Prepaid Card,2022-11-11,25000.00,Active
CARD002054,CUST01502,Debit Card,2022-11-12,100000.00,Active
CARD002975,CUST03264,Debit Card,2022-11-13,50000.00,Expired
CARD001494,CUST03237,Prepaid Card,2022-11-14,10000.00,Active
CARD002736,CUST03833,Credit Card,2022-11-14,100000.00,Active
CARD002793,CUST00377,Corporate Card,2022-11-14,1500000.00,Active
CARD003840,CUST04592,Corporate Card,2022-11-14,500000.00,Active
CARD004488,CUST04648,Debit Card,2022-11-14,50000.00,Active
CARD000183,CUST03918,Credit Card,2022-11-15,250000.00,Active
CARD001450,CUST01014,Prepaid Card,2022-11-15,10000.00,Active
CARD004361,CUST04423,Credit Card,2022-11-15,500000.00,Blocked
CARD001957,CUST02960,Credit Card,2022-11-16,1000000.00,Active
CARD002729,CUST03179,Credit Card,2022-11-16,100000.00,Inactive
CARD002956,CUST02815,Debit Card,2022-11-16,50000.00,Active
CARD003521,CUST00756,Credit Card,2022-11-16,500000.00,Inactive
CARD004941,CUST02983,Debit Card,2022-11-16,50000.00,Active
CARD001657,CUST02759,Debit Card,2022-11-17,200000.00,Active
CARD002627,CUST01748,Debit Card,2022-11-17,25000.00,Active
CARD003848,CUST04936,Debit Card,2022-11-17,200000.00,Active
CARD004833,CUST03855,Credit Card,2022-11-17,50000.00,Active
CARD002255,CUST04485,Credit Card,2022-11-18,150000.00,Active
CARD002976,CUST00249,Credit Card,2022-11-18,150000.00,Active
CARD000470,CUST02109,Credit Card,2022-11-19,1000000.00,Active
CARD001269,CUST02690,Debit Card,2022-11-19,100000.00,Active
CARD001805,CUST04063,Debit Card,2022-11-19,200000.00,Active
CARD000989,CUST02584,Debit Card,2022-11-20,100000.00,Active
CARD001054,CUST00071,Debit Card,2022-11-20,200000.00,Blocked
CARD003881,CUST02667,Credit Card,2022-11-20,250000.00,Active
CARD000641,CUST03901,Credit Card,2022-11-21,500000.00,Expired
CARD001375,CUST04389,Debit Card,2022-11-21,100000.00,Inactive
CARD001499,CUST04138,Prepaid Card,2022-11-21,50000.00,Expired
CARD001753,CUST01888,Credit Card,2022-11-21,100000.00,Active
CARD002424,CUST03298,Corporate Card,2022-11-21,500000.00,Inactive
CARD002678,CUST02158,Prepaid Card,2022-11-21,10000.00,Active
CARD004826,CUST01936,Debit Card,2022-11-21,200000.00,Active
CARD000219,CUST01556,Credit Card,2022-11-22,1000000.00,Active
CARD001775,CUST03316,Debit Card,2022-11-22,200000.00,Active
CARD003600,CUST02407,Credit Card,2022-11-22,500000.00,Active
CARD003745,CUST03561,Credit Card,2022-11-22,250000.00,Active
CARD004403,CUST00131,Corporate Card,2022-11-22,1500000.00,Active
CARD004923,CUST01706,Debit Card,2022-11-22,25000.00,Blocked
CARD002289,CUST02933,Credit Card,2022-11-23,1000000.00,Active
CARD004633,CUST00623,Prepaid Card,2022-11-23,10000.00,Active
CARD003092,CUST02375,Debit Card,2022-11-24,100000.00,Active
CARD000423,CUST00904,Prepaid Card,2022-11-25,10000.00,Active
CARD000565,CUST01379,Credit Card,2022-11-25,100000.00,Active
CARD001611,CUST00543,Credit Card,2022-11-26,50000.00,Active
CARD004447,CUST00690,Credit Card,2022-11-26,100000.00,Blocked
CARD000728,CUST04280,Debit Card,2022-11-27,25000.00,Active
CARD002502,CUST02537,Credit Card,2022-11-27,100000.00,Active
CARD002568,CUST01432,Credit Card,2022-11-27,1000000.00,Active
CARD003627,CUST01380,Credit Card,2022-11-28,150000.00,Active
CARD004022,CUST02538,Credit Card,2022-11-28,100000.00,Active
CARD005161,CUST00654,Credit Card,2022-11-28,500000.00,Active
CARD004998,CUST04015,Debit Card,2022-11-29,25000.00,Active
CARD000317,CUST03830,Debit Card,2022-11-30,25000.00,Active
CARD003382,CUST01802,Credit Card,2022-12-01,100000.00,Expired
CARD004783,CUST01097,Credit Card,2022-12-01,250000.00,Active
CARD000171,CUST04865,Debit Card,2022-12-02,50000.00,Active
CARD000186,CUST04365,Corporate Card,2022-12-02,200000.00,Active
CARD002423,CUST02556,Prepaid Card,2022-12-02,50000.00,Active
CARD003792,CUST04284,Debit Card,2022-12-02,100000.00,Expired
CARD002243,CUST03086,Credit Card,2022-12-03,1000000.00,Active
CARD002548,CUST01337,Debit Card,2022-12-03,50000.00,Active
CARD002728,CUST01772,Debit Card,2022-12-03,50000.00,Active
CARD003415,CUST02744,Credit Card,2022-12-03,150000.00,Active
CARD000582,CUST04736,Credit Card,2022-12-04,100000.00,Active
CARD003752,CUST01628,Debit Card,2022-12-04,200000.00,Active
CARD005003,CUST04459,Debit Card,2022-12-04,200000.00,Active
CARD005134,CUST00624,Credit Card,2022-12-04,500000.00,Inactive
CARD001249,CUST02286,Credit Card,2022-12-05,100000.00,Active
CARD004226,CUST00923,Credit Card,2022-12-05,50000.00,Active
CARD000779,CUST00647,Debit Card,2022-12-07,200000.00,Active
CARD002791,CUST01663,Corporate Card,2022-12-07,500000.00,Active
CARD003477,CUST04168,Debit Card,2022-12-07,200000.00,Active
CARD004200,CUST02728,Debit Card,2022-12-07,200000.00,Active
CARD004918,CUST02839,Debit Card,2022-12-07,50000.00,Active
CARD001029,CUST01663,Credit Card,2022-12-08,100000.00,Active
CARD001148,CUST03577,Prepaid Card,2022-12-09,50000.00,Active
CARD001852,CUST01744,Corporate Card,2022-12-09,1500000.00,Active
CARD002556,CUST01403,Credit Card,2022-12-09,500000.00,Active
CARD004233,CUST03890,Credit Card,2022-12-09,500000.00,Active
CARD004436,CUST04309,Prepaid Card,2022-12-09,10000.00,Blocked
CARD001668,CUST00707,Credit Card,2022-12-10,500000.00,Blocked
CARD002786,CUST00179,Debit Card,2022-12-10,200000.00,Active
CARD004419,CUST02368,Prepaid Card,2022-12-10,25000.00,Active
CARD004931,CUST01050,Credit Card,2022-12-10,100000.00,Active
CARD001094,CUST03250,Credit Card,2022-12-11,250000.00,Active
CARD001656,CUST01100,Debit Card,2022-12-11,100000.00,Expired
CARD002103,CUST04584,Debit Card,2022-12-11,100000.00,Active
CARD002404,CUST04282,Credit Card,2022-12-11,500000.00,Active
CARD002529,CUST02376,Debit Card,2022-12-11,200000.00,Active
CARD003800,CUST03944,Debit Card,2022-12-11,100000.00,Active
CARD003905,CUST02385,Credit Card,2022-12-11,100000.00,Blocked
CARD000047,CUST04261,Corporate Card,2022-12-12,1500000.00,Expired
CARD003188,CUST03658,Prepaid Card,2022-12-12,10000.00,Active
CARD003768,CUST01778,Credit Card,2022-12-12,150000.00,Active
CARD000584,CUST02995,Credit Card,2022-12-13,150000.00,Active
CARD000729,CUST00495,Credit Card,2022-12-13,100000.00,Active
CARD002859,CUST00671,Corporate Card,2022-12-13,200000.00,Active
CARD000924,CUST05000,Debit Card,2022-12-14,100000.00,Active
CARD001963,CUST01357,Debit Card,2022-12-14,100000.00,Active
CARD002164,CUST00342,Debit Card,2022-12-14,25000.00,Active
CARD004116,CUST02884,Corporate Card,2022-12-14,500000.00,Active
CARD000201,CUST04207,Debit Card,2022-12-15,100000.00,Active
CARD000850,CUST02724,Credit Card,2022-12-15,100000.00,Active
CARD003337,CUST01665,Credit Card,2022-12-15,250000.00,Active
CARD000185,CUST04697,Credit Card,2022-12-16,1000000.00,Active
CARD000690,CUST04429,Credit Card,2022-12-16,150000.00,Active
CARD002837,CUST04421,Debit Card,2022-12-16,50000.00,Active
CARD003003,CUST01324,Credit Card,2022-12-16,150000.00,Active
CARD004980,CUST00831,Corporate Card,2022-12-16,500000.00,Active
CARD001095,CUST01538,Credit Card,2022-12-17,250000.00,Active
CARD001783,CUST00316,Corporate Card,2022-12-17,200000.00,Expired
CARD002067,CUST02798,Corporate Card,2022-12-17,1500000.00,Active
CARD003895,CUST02631,Credit Card,2022-12-17,500000.00,Active
CARD004987,CUST03390,Credit Card,2022-12-17,150000.00,Active
CARD002346,CUST02021,Prepaid Card,2022-12-18,10000.00,Active
CARD003995,CUST00002,Prepaid Card,2022-12-18,50000.00,Active
CARD001508,CUST00520,Credit Card,2022-12-19,500000.00,Active
CARD001943,CUST00541,Credit Card,2022-12-19,500000.00,Inactive
CARD003581,CUST01874,Debit Card,2022-12-19,25000.00,Active
CARD005158,CUST00699,Credit Card,2022-12-19,100000.00,Active
CARD000692,CUST04309,Prepaid Card,2022-12-20,25000.00,Active
CARD000818,CUST01292,Credit Card,2022-12-20,100000.00,Active
CARD001409,CUST00799,Credit Card,2022-12-20,100000.00,Active
CARD002141,CUST01904,Credit Card,2022-12-20,100000.00,Active
CARD003367,CUST04779,Credit Card,2022-12-20,1000000.00,Active
CARD004527,CUST00878,Credit Card,2022-12-20,150000.00,Active
CARD000037,CUST01069,Credit Card,2022-12-21,100000.00,Active
CARD002741,CUST03411,Credit Card,2022-12-21,50000.00,Active
CARD004276,CUST03598,Debit Card,2022-12-21,25000.00,Active
CARD001442,CUST01476,Credit Card,2022-12-22,500000.00,Active
CARD001840,CUST03290,Credit Card,2022-12-22,100000.00,Active
CARD002799,CUST03569,Credit Card,2022-12-22,150000.00,Active
CARD003642,CUST01384,Debit Card,2022-12-22,200000.00,Active
CARD004559,CUST00864,Prepaid Card,2022-12-22,25000.00,Active
CARD004564,CUST03802,Debit Card,2022-12-22,100000.00,Inactive
CARD004576,CUST03604,Debit Card,2022-12-22,25000.00,Active
CARD001116,CUST04201,Debit Card,2022-12-23,100000.00,Active
CARD004303,CUST02891,Prepaid Card,2022-12-23,25000.00,Active
CARD000147,CUST01347,Debit Card,2022-12-24,25000.00,Active
CARD003202,CUST01666,Credit Card,2022-12-24,1000000.00,Active
CARD003296,CUST04323,Debit Card,2022-12-24,200000.00,Active
CARD003311,CUST04034,Credit Card,2022-12-24,150000.00,Active
CARD003445,CUST00879,Credit Card,2022-12-24,100000.00,Active
CARD001759,CUST04331,Debit Card,2022-12-25,100000.00,Active
CARD002332,CUST00069,Credit Card,2022-12-25,150000.00,Active
CARD002926,CUST04414,Debit Card,2022-12-25,100000.00,Active
CARD001521,CUST02166,Credit Card,2022-12-26,50000.00,Active
CARD002471,CUST00641,Credit Card,2022-12-26,50000.00,Active
CARD002757,CUST02581,Credit Card,2022-12-26,50000.00,Active
CARD004288,CUST00923,Debit Card,2022-12-26,50000.00,Active
CARD000187,CUST04586,Credit Card,2022-12-27,50000.00,Active
CARD002420,CUST04846,Credit Card,2022-12-27,100000.00,Active
CARD000007,CUST01666,Debit Card,2022-12-28,200000.00,Active
CARD000143,CUST04023,Credit Card,2022-12-28,150000.00,Active
CARD000981,CUST04719,Debit Card,2022-12-28,200000.00,Active
CARD003997,CUST04699,Credit Card,2022-12-28,100000.00,Active
CARD004736,CUST02930,Debit Card,2022-12-28,25000.00,Active
CARD001530,CUST00542,Corporate Card,2022-12-29,200000.00,Active
CARD003173,CUST04327,Credit Card,2022-12-29,100000.00,Active
CARD003241,CUST02798,Credit Card,2022-12-29,500000.00,Active
CARD003844,CUST01676,Debit Card,2022-12-29,200000.00,Active
CARD004067,CUST00794,Credit Card,2022-12-29,50000.00,Active
CARD001232,CUST01430,Credit Card,2022-12-30,250000.00,Active
CARD004885,CUST03063,Credit Card,2022-12-30,250000.00,Active
CARD001298,CUST03338,Credit Card,2022-12-31,150000.00,Active
CARD003685,CUST02094,Debit Card,2022-12-31,25000.00,Active
CARD003776,CUST02592,Credit Card,2022-12-31,1000000.00,Active
CARD004627,CUST04046,Debit Card,2022-12-31,25000.00,Active
CARD000555,CUST01607,Credit Card,2023-01-01,150000.00,Active
CARD002503,CUST04109,Credit Card,2023-01-01,50000.00,Active
CARD003695,CUST00234,Debit Card,2023-01-01,200000.00,Active
CARD000121,CUST04477,Credit Card,2023-01-02,100000.00,Active
CARD002050,CUST02854,Credit Card,2023-01-03,250000.00,Active
CARD003639,CUST02151,Debit Card,2023-01-03,100000.00,Blocked
CARD000750,CUST02310,Credit Card,2023-01-04,500000.00,Active
CARD004221,CUST01792,Debit Card,2023-01-04,100000.00,Active
CARD003159,CUST03359,Credit Card,2023-01-05,100000.00,Active
CARD004435,CUST04229,Credit Card,2023-01-05,150000.00,Active
CARD000243,CUST00429,Debit Card,2023-01-06,100000.00,Inactive
CARD001796,CUST04985,Debit Card,2023-01-06,50000.00,Active
CARD003087,CUST03969,Debit Card,2023-01-06,200000.00,Active
CARD003145,CUST01202,Credit Card,2023-01-06,500000.00,Inactive
CARD003743,CUST02214,Credit Card,2023-01-06,150000.00,Active
CARD001641,CUST03093,Debit Card,2023-01-07,200000.00,Active
CARD000451,CUST00461,Credit Card,2023-01-08,250000.00,Active
CARD002192,CUST04514,Credit Card,2023-01-08,50000.00,Active
CARD003023,CUST00823,Debit Card,2023-01-08,25000.00,Active
CARD003957,CUST00952,Credit Card,2023-01-08,150000.00,Active
CARD000127,CUST00165,Credit Card,2023-01-09,100000.00,Active
CARD000253,CUST03944,Credit Card,2023-01-09,100000.00,Active
CARD001398,CUST04907,Credit Card,2023-01-10,100000.00,Active
CARD003811,CUST03820,Prepaid Card,2023-01-10,25000.00,Active
CARD004212,CUST04297,Debit Card,2023-01-10,50000.00,Active
CARD002230,CUST02958,Credit Card,2023-01-11,50000.00,Blocked
CARD004188,CUST00951,Credit Card,2023-01-11,500000.00,Active
CARD000393,CUST02214,Debit Card,2023-01-12,25000.00,Active
CARD000402,CUST02762,Credit Card,2023-01-12,1000000.00,Inactive
CARD000694,CUST04853,Credit Card,2023-01-13,250000.00,Blocked
CARD001131,CUST00468,Debit Card,2023-01-13,50000.00,Expired
CARD003727,CUST02616,Prepaid Card,2023-01-13,10000.00,Active
CARD004974,CUST02355,Debit Card,2023-01-13,100000.00,Inactive
CARD000137,CUST04869,Credit Card,2023-01-14,50000.00,Active
CARD000576,CUST04216,Credit Card,2023-01-14,500000.00,Active
CARD000649,CUST02403,Debit Card,2023-01-14,50000.00,Active
CARD000778,CUST02273,Debit Card,2023-01-14,200000.00,Active
CARD003617,CUST04891,Credit Card,2023-01-14,1000000.00,Active
CARD002696,CUST00986,Debit Card,2023-01-15,200000.00,Active
CARD000931,CUST00135,Credit Card,2023-01-16,50000.00,Active
CARD001187,CUST04371,Credit Card,2023-01-16,50000.00,Active
CARD001812,CUST01075,Prepaid Card,2023-01-16,10000.00,Active
CARD001872,CUST00924,Credit Card,2023-01-16,50000.00,Active
CARD005041,CUST04887,Debit Card,2023-01-16,200000.00,Active
CARD001635,CUST01519,Credit Card,2023-01-17,250000.00,Active
CARD003052,CUST01271,Credit Card,2023-01-17,100000.00,Active
CARD003262,CUST03833,Credit Card,2023-01-17,100000.00,Active
CARD000955,CUST04601,Prepaid Card,2023-01-18,10000.00,Active
CARD001533,CUST00098,Credit Card,2023-01-18,50000.00,Active
CARD002979,CUST02802,Credit Card,2023-01-18,150000.00,Active
CARD003055,CUST04919,Prepaid Card,2023-01-18,10000.00,Active
CARD001542,CUST04380,Credit Card,2023-01-19,500000.00,Active
CARD001713,CUST01844,Debit Card,2023-01-19,100000.00,Active
CARD002375,CUST00052,Credit Card,2023-01-19,250000.00,Active
CARD002718,CUST00120,Corporate Card,2023-01-19,1500000.00,Active
CARD003971,CUST03076,Debit Card,2023-01-19,25000.00,Active
CARD005172,CUST02035,Debit Card,2023-01-19,50000.00,Blocked
CARD004683,CUST02302,Corporate Card,2023-01-20,500000.00,Blocked
CARD000026,CUST03825,Debit Card,2023-01-21,25000.00,Active
CARD001633,CUST00052,Credit Card,2023-01-21,100000.00,Active
CARD003028,CUST04576,Credit Card,2023-01-21,100000.00,Active
CARD003372,CUST04231,Debit Card,2023-01-21,200000.00,Active
CARD003552,CUST04120,Debit Card,2023-01-21,50000.00,Expired
CARD004867,CUST00900,Debit Card,2023-01-21,50000.00,Active
CARD002578,CUST04650,Credit Card,2023-01-22,500000.00,Active
CARD004644,CUST03221,Credit Card,2023-01-22,150000.00,Active
CARD004651,CUST04829,Credit Card,2023-01-22,150000.00,Blocked
CARD004951,CUST00023,Debit Card,2023-01-22,100000.00,Active
CARD002059,CUST01307,Debit Card,2023-01-23,200000.00,Active
CARD004846,CUST00136,Debit Card,2023-01-23,25000.00,Active
CARD000091,CUST04993,Debit Card,2023-01-24,100000.00,Active
CARD001193,CUST02010,Credit Card,2023-01-24,100000.00,Active
CARD001319,CUST03977,Debit Card,2023-01-24,25000.00,Active
CARD002219,CUST04727,Debit Card,2023-01-25,200000.00,Active
CARD003565,CUST03717,Debit Card,2023-01-25,25000.00,Active
CARD004816,CUST00108,Debit Card,2023-01-25,25000.00,Expired
CARD005099,CUST02440,Debit Card,2023-01-26,100000.00,Blocked
CARD000842,CUST00098,Credit Card,2023-01-27,500000.00,Active
CARD001594,CUST01783,Credit Card,2023-01-27,500000.00,Active
CARD002533,CUST01941,Credit Card,2023-01-27,50000.00,Active
CARD003368,CUST04567,Credit Card,2023-01-27,500000.00,Active
CARD005069,CUST00147,Credit Card,2023-01-27,150000.00,Active
CARD000169,CUST03228,Prepaid Card,2023-01-28,25000.00,Active
CARD004071,CUST00449,Corporate Card,2023-01-28,500000.00,Active
CARD000238,CUST04340,Debit Card,2023-01-29,200000.00,Active
CARD001847,CUST03780,Credit Card,2023-01-29,1000000.00,Active
CARD002181,CUST01317,Credit Card,2023-01-29,50000.00,Active
CARD003955,CUST04086,Credit Card,2023-01-29,150000.00,Active
CARD004942,CUST01259,Credit Card,2023-01-29,150000.00,Active
CARD001489,CUST01242,Credit Card,2023-01-30,50000.00,Blocked
CARD002106,CUST01345,Prepaid Card,2023-01-30,10000.00,Active
CARD002302,CUST02199,Credit Card,2023-01-30,150000.00,Active
CARD003278,CUST02542,Debit Card,2023-01-30,200000.00,Active
CARD004955,CUST01336,Debit Card,2023-01-30,100000.00,Active
CARD000063,CUST04102,Credit Card,2023-01-31,500000.00,Active
CARD000546,CUST02730,Credit Card,2023-01-31,500000.00,Active
CARD002007,CUST03921,Debit Card,2023-02-01,25000.00,Active
CARD002655,CUST01048,Debit Card,2023-02-01,200000.00,Active
CARD003654,CUST00535,Credit Card,2023-02-01,500000.00,Active
CARD004099,CUST04028,Credit Card,2023-02-01,250000.00,Active
CARD001114,CUST04099,Corporate Card,2023-02-02,500000.00,Active
CARD001685,CUST01598,Credit Card,2023-02-02,500000.00,Expired
CARD003806,CUST01987,Debit Card,2023-02-02,50000.00,Active
CARD001004,CUST04023,Debit Card,2023-02-04,50000.00,Active
CARD001213,CUST04185,Debit Card,2023-02-04,200000.00,Active
CARD001507,CUST03021,Corporate Card,2023-02-04,200000.00,Expired
CARD002025,CUST01170,Debit Card,2023-02-04,100000.00,Active
CARD002686,CUST03657,Credit Card,2023-02-05,1000000.00,Active
CARD004321,CUST03018,Credit Card,2023-02-05,250000.00,Active
CARD000382,CUST04706,Prepaid Card,2023-02-06,50000.00,Active
CARD002517,CUST04560,Credit Card,2023-02-06,1000000.00,Active
CARD003322,CUST00772,Credit Card,2023-02-06,500000.00,Active
CARD000515,CUST03422,Credit Card,2023-02-07,1000000.00,Active
CARD001776,CUST02813,Debit Card,2023-02-07,200000.00,Active
CARD005120,CUST04061,Debit Card,2023-02-07,200000.00,Active
CARD000435,CUST00012,Credit Card,2023-02-08,50000.00,Active
CARD001357,CUST04069,Credit Card,2023-02-08,50000.00,Active
CARD002992,CUST03627,Debit Card,2023-02-08,100000.00,Active
CARD003512,CUST04582,Prepaid Card,2023-02-08,50000.00,Active
CARD000761,CUST04384,Credit Card,2023-02-09,500000.00,Active
CARD001932,CUST02587,Debit Card,2023-02-09,100000.00,Active
CARD003334,CUST00495,Corporate Card,2023-02-09,500000.00,Active
CARD004075,CUST01704,Debit Card,2023-02-09,50000.00,Active
CARD000045,CUST02406,Prepaid Card,2023-02-10,50000.00,Active
CARD000514,CUST03921,Credit Card,2023-02-11,500000.00,Expired
CARD001037,CUST04863,Prepaid Card,2023-02-11,50000.00,Active
CARD001149,CUST03573,Debit Card,2023-02-11,100000.00,Active
CARD002913,CUST02194,Debit Card,2023-02-11,200000.00,Active
CARD004124,CUST03892,Debit Card,2023-02-11,50000.00,Active
CARD004597,CUST02579,Credit Card,2023-02-12,250000.00,Active
CARD000874,CUST02257,Credit Card,2023-02-13,150000.00,Inactive
CARD003263,CUST04440,Debit Card,2023-02-13,25000.00,Active
CARD000399,CUST02674,Debit Card,2023-02-14,25000.00,Active
CARD000665,CUST04842,Prepaid Card,2023-02-14,50000.00,Active
CARD000828,CUST02021,Debit Card,2023-02-14,100000.00,Inactive
CARD002252,CUST01372,Debit Card,2023-02-14,100000.00,Active
CARD004418,CUST04924,Debit Card,2023-02-14,50000.00,Active
CARD001663,CUST00802,Credit Card,2023-02-15,500000.00,Active
CARD003284,CUST00468,Credit Card,2023-02-15,150000.00,Active
CARD003688,CUST03414,Credit Card,2023-02-15,1000000.00,Active
CARD000458,CUST00930,Debit Card,2023-02-16,50000.00,Active
CARD001498,CUST01686,Credit Card,2023-02-16,250000.00,Active
CARD001886,CUST04408,Credit Card,2023-02-16,500000.00,Active
CARD005107,CUST04042,Debit Card,2023-02-16,200000.00,Active
CARD005117,CUST00237,Prepaid Card,2023-02-16,50000.00,Active
CARD000856,CUST01374,Credit Card,2023-02-17,150000.00,Blocked
CARD001721,CUST01347,Debit Card,2023-02-17,200000.00,Active
CARD002428,CUST01274,Credit Card,2023-02-17,50000.00,Active
CARD004763,CUST01774,Debit Card,2023-02-17,100000.00,Active
CARD000734,CUST04531,Debit Card,2023-02-18,50000.00,Active
CARD001176,CUST00188,Debit Card,2023-02-18,100000.00,Active
CARD001913,CUST04614,Credit Card,2023-02-18,100000.00,Active
