Account_ID,Customer_ID,Branch_ID,Account_Type,Open_Date,Balance,Account_Status
ACC002944,CUST02944,BR032,Savings,2021-12-09,786637.05,Active
ACC002945,CUST02945,BR027,Savings,2024-05-18,16207.92,Active
ACC002946,CUST02946,BR017,Savings,2023-12-13,714025.87,Active
ACC002947,CUST02947,BR030,Salary,2021-04-25,92198.69,Active
ACC002948,CUST02948,BR003,Current,2017-09-20,176941.93,Active
ACC002949,CUST02949,BR032,Salary,2017-04-24,8207.82,Active
ACC002950,CUST02950,BR007,Current,2022-11-15,797811.11,Active
ACC002951,CUST02951,BR038,Savings,2017-12-20,100227.33,Inactive
ACC002952,CUST02952,BR026,Savings,2023-07-04,620994.55,Active
ACC002953,CUST02953,BR012,Savings,2024-04-03,66324.54,Dormant
ACC002954,CUST02954,BR021,Salary,2022-04-11,82523.40,Active
ACC002955,CUST02955,BR048,Savings,2023-02-23,902255.63,Active
ACC002956,CUST02956,BR028,Salary,2022-02-15,44393.06,Dormant
ACC002957,CUST02957,BR050,Savings,2018-08-03,121030.72,Active
ACC002958,CUST02958,BR005,Current,2021-07-24,73540.97,Active
ACC002959,CUST02959,BR015,Current,2021-02-04,539534.94,Active
ACC002960,CUST02960,BR007,Savings,2021-11-08,144388.46,Active
ACC002961,CUST02961,BR041,Savings,2018-04-21,2608263.67,Active
ACC002962,CUST02962,BR017,Savings,2020-01-11,140295.42,Active
ACC002963,CUST02963,BR006,Salary,2023-09-07,319766.76,Active
ACC002964,CUST02964,BR049,Salary,2021-01-03,126681.27,Active
ACC002965,CUST02965,BR018,Savings,2023-02-11,45235.76,Active
ACC002966,CUST02966,BR005,Fixed Deposit,2023-05-01,509654.56,Active
ACC002967,CUST02967,BR049,Savings,2024-03-26,23458.68,Active
ACC002968,CUST02968,BR010,Savings,2024-03-23,69496.05,Active
ACC002969,CUST02969,BR012,Current,2023-05-07,457818.96,Active
ACC002970,CUST02970,BR017,Savings,2023-10-26,24934.35,Dormant
ACC002971,CUST02971,BR035,Salary,2023-09-01,134694.03,Inactive
ACC002972,CUST02972,BR045,Savings,2021-11-27,4075723.56,Active
ACC002973,CUST02973,BR042,Savings,2018-12-23,85867.82,Active
ACC002974,CUST02974,BR026,Fixed Deposit,2023-12-13,50864.20,Inactive
ACC002975,CUST02975,BR035,Savings,2022-03-01,5438.35,Active
ACC002976,CUST02976,BR007,Savings,2024-03-24,106350.34,Active
ACC002977,CUST02977,BR014,Savings,2017-06-14,808479.42,Active
ACC002978,CUST02978,BR011,Current,2024-01-27,78602.59,Inactive
ACC002979,CUST02979,BR031,Savings,2019-12-23,1019522.74,Inactive
ACC002980,CUST02980,BR021,Current,2023-10-04,111281.72,Active
ACC002981,CUST02981,BR037,Current,2016-08-11,351771.66,Dormant
ACC002982,CUST02982,BR016,Savings,2017-01-08,40118.05,Active
ACC002983,CUST02983,BR012,Savings,2022-11-22,478393.79,Active
ACC002984,CUST02984,BR038,Salary,2019-03-04,150721.05,Active
ACC002985,CUST02985,BR018,Fixed Deposit,2021-01-12,484980.55,Active
ACC002986,CUST02986,BR002,Salary,2023-10-19,276724.86,Dormant
ACC002987,CUST02987,BR009,Current,2024-02-24,728496.14,Active
ACC002988,CUST02988,BR044,Savings,2022-06-26,240171.72,Active
ACC002989,CUST02989,BR008,Savings,2023-03-13,15222.66,Active
ACC002990,CUST02990,BR038,Savings,2019-10-12,893201.34,Active
ACC002991,CUST02991,BR047,Current,2020-09-29,568066.68,Active
ACC002992,CUST02992,BR027,Savings,2022-09-04,75363.49,Active
ACC002993,CUST02993,BR020,Savings,2020-10-14,116065.38,Active
ACC002994,CUST02994,BR037,Savings,2024-02-27,6061.71,Active
ACC002995,CUST02995,BR020,Current,2021-11-26,99121.75,Active
ACC002996,CUST02996,BR039,Savings,2022-09-08,17267.02,Active
ACC002997,CUST02997,BR033,Savings,2020-02-08,106416.79,Active
ACC002998,CUST02998,BR027,Current,2022-06-04,49391.98,Active
ACC002999,CUST02999,BR013,Savings,2023-05-15,21781.00,Active
ACC003000,CUST03000,BR001,Savings,2021-12-24,661307.41,Active
ACC003001,CUST03001,BR025,Savings,2023-06-20,16868.04,Active
ACC003002,CUST03002,BR008,Savings,2023-11-03,20083.29,Inactive
ACC003003,CUST03003,BR008,Savings,2023-12-15,73329.08,Active
ACC003004,CUST03004,BR049,Fixed Deposit,2023-12-25,1657788.17,Dormant
ACC003005,CUST03005,BR044,Savings,2023-11-16,23022.81,Active
ACC003006,CUST03006,BR025,Salary,2023-09-05,51058.75,Active
ACC003007,CUST03007,BR031,Salary,2015-09-27,221974.28,Active
ACC003008,CUST03008,BR044,Savings,2021-02-27,5794.93,Active
ACC003009,CUST03009,BR007,Savings,2020-08-24,62569.94,Active
ACC003010,CUST03010,BR045,Savings,2017-07-14,93443.87,Active
ACC003011,CUST03011,BR041,Savings,2024-04-30,145026.28,Active
ACC003012,CUST03012,BR018,Savings,2020-07-24,16662.68,Dormant
ACC003013,CUST03013,BR019,Savings,2022-02-05,6803.87,Active
ACC003014,CUST03014,BR007,Salary,2021-07-25,116647.96,Active
ACC003015,CUST03015,BR006,Savings,2019-07-29,4423.63,Dormant
ACC003016,CUST03016,BR001,Savings,2020-12-28,148089.58,Active
ACC003017,CUST03017,BR032,Savings,2019-06-22,141058.92,Active
ACC003018,CUST03018,BR020,Savings,2021-10-09,56027.95,Active
ACC003019,CUST03019,BR006,Savings,2024-02-25,91147.63,Active
ACC003020,CUST03020,BR007,Savings,2021-08-22,4297561.21,Inactive
ACC003021,CUST03021,BR023,Savings,2023-10-26,133299.82,Active
ACC003022,CUST03022,BR030,Current,2019-08-04,143397.23,Active
ACC003023,CUST03023,BR009,Savings,2022-07-03,63496.79,Dormant
ACC003024,CUST03024,BR013,Current,2023-06-01,138972.32,Active
ACC003025,CUST03025,BR006,Current,2022-10-06,96978.94,Active
ACC003026,CUST03026,BR048,Savings,2021-08-29,695530.13,Active
ACC003027,CUST03027,BR025,Savings,2022-11-07,138346.95,Inactive
ACC003028,CUST03028,BR041,Salary,2017-06-30,111915.23,Active
ACC003029,CUST03029,BR024,Savings,2023-12-28,65404.95,Active
ACC003030,CUST03030,BR010,Savings,2023-02-23,16665.54,Active
ACC003031,CUST03031,BR011,Savings,2023-09-15,1764202.91,Active
ACC003032,CUST03032,BR012,Savings,2020-07-11,12839.61,Active
ACC003033,CUST03033,BR045,Fixed Deposit,2022-04-24,1575877.06,Active
ACC003034,CUST03034,BR027,Salary,2022-12-26,195433.64,Dormant
ACC003035,CUST03035,BR030,Fixed Deposit,2021-06-16,1731308.44,Inactive
ACC003036,CUST03036,BR003,Savings,2021-11-26,8862.06,Active
ACC003037,CUST03037,BR020,Savings,2024-06-24,47491.03,Active
ACC003038,CUST03038,BR047,Salary,2023-10-30,23790.55,Active
ACC003039,CUST03039,BR022,Savings,2020-05-31,145382.37,Active
ACC003040,CUST03040,BR017,Savings,2018-05-09,3538300.26,Active
ACC003041,CUST03041,BR042,Savings,2020-02-27,108269.09,Active
ACC003042,CUST03042,BR035,Savings,2018-09-10,29411.75,Inactive
ACC003043,CUST03043,BR020,Current,2023-10-25,32567.65,Active
ACC003044,CUST03044,BR034,Savings,2024-01-08,246575.32,Inactive
ACC003045,CUST03045,BR050,Fixed Deposit,2017-02-16,636689.94,Inactive
ACC003046,CUST03046,BR024,Salary,2023-08-07,107068.06,Active
ACC003047,CUST03047,BR008,Savings,2023-11-03,19530.18,Active
ACC003048,CUST03048,BR032,Savings,2023-04-06,47334.49,Active
ACC003049,CUST03049,BR013,Fixed Deposit,2024-06-27,979301.82,Active
ACC003050,CUST03050,BR040,Fixed Deposit,2018-07-15,322330.27,Active
ACC003051,CUST03051,BR020,Savings,2018-09-19,86041.87,Active
ACC003052,CUST03052,BR038,Savings,2023-04-26,3583963.01,Active
ACC003053,CUST03053,BR041,Salary,2022-11-16,195888.65,Active
ACC003054,CUST03054,BR049,Current,2018-03-07,119995.71,Active
ACC003055,CUST03055,BR034,Savings,2023-12-19,41568.21,Inactive
ACC003056,CUST03056,BR015,Fixed Deposit,2023-04-17,777813.67,Active
ACC003057,CUST03057,BR044,Fixed Deposit,2023-07-02,1110877.50,Active
ACC003058,CUST03058,BR049,Savings,2020-10-15,87867.20,Active
ACC003059,CUST03059,BR036,Fixed Deposit,2024-06-01,544327.83,Active
ACC003060,CUST03060,BR039,Savings,2024-02-04,928682.56,Active
ACC003061,CUST03061,BR035,Savings,2022-12-03,588424.84,Active
ACC003062,CUST03062,BR012,Current,2019-06-22,134129.76,Active
ACC003063,CUST03063,BR030,Savings,2019-04-13,153347.21,Active
ACC003064,CUST03064,BR013,Savings,2017-11-27,90172.50,Active
ACC003065,CUST03065,BR038,Salary,2024-05-31,209398.01,Active
ACC003066,CUST03066,BR030,Current,2023-01-28,32437.25,Active
ACC003067,CUST03067,BR005,Fixed Deposit,2020-09-11,1763995.58,Active
ACC003068,CUST03068,BR006,Savings,2021-09-07,7922.37,Active
ACC003069,CUST03069,BR001,Savings,2021-08-13,45676.05,Active
ACC003070,CUST03070,BR011,Salary,2023-11-16,328494.93,Active
ACC003071,CUST03071,BR037,Savings,2023-01-21,116023.38,Active
ACC003072,CUST03072,BR007,Savings,2018-06-30,37640.06,Active
ACC003073,CUST03073,BR007,Savings,2020-09-16,15233.65,Inactive
ACC003074,CUST03074,BR025,Savings,2023-04-14,3286.24,Active
ACC003075,CUST03075,BR015,Savings,2016-08-25,21538.83,Active
ACC003076,CUST03076,BR027,Savings,2021-08-27,864650.62,Active
ACC003077,CUST03077,BR031,Fixed Deposit,2023-07-20,1531377.15,Active
ACC003078,CUST03078,BR029,Salary,2018-04-11,6746.31,Inactive
ACC003079,CUST03079,BR033,Savings,2020-11-07,3747298.73,Active
ACC003080,CUST03080,BR030,Current,2019-09-17,755600.51,Active
ACC003081,CUST03081,BR050,Current,2020-09-15,123835.60,Active
ACC003082,CUST03082,BR007,Salary,2020-07-21,23279.47,Active
ACC003083,CUST03083,BR017,Savings,2021-06-25,8992.21,Active
ACC003084,CUST03084,BR047,Current,2024-05-01,364913.79,Active
ACC003085,CUST03085,BR029,Savings,2021-07-18,253408.01,Active
ACC003086,CUST03086,BR012,Salary,2021-06-19,184062.39,Active
ACC003087,CUST03087,BR034,Savings,2020-02-17,1291240.12,Dormant
ACC003088,CUST03088,BR027,Salary,2019-07-30,244162.64,Active
ACC003089,CUST03089,BR031,Salary,2024-03-21,208907.59,Inactive
ACC003090,CUST03090,BR026,Savings,2023-01-04,17994.82,Dormant
ACC003091,CUST03091,BR047,Savings,2022-01-09,9670.35,Dormant
ACC003092,CUST03092,BR034,Savings,2024-05-08,84015.25,Dormant
ACC003093,CUST03093,BR022,Salary,2023-10-08,189561.91,Active
ACC003094,CUST03094,BR039,Current,2023-06-01,2859686.34,Active
ACC003095,CUST03095,BR029,Savings,2024-06-06,998733.15,Active
ACC003096,CUST03096,BR027,Fixed Deposit,2020-10-11,1349632.41,Active
ACC003097,CUST03097,BR023,Savings,2022-06-04,14823.87,Dormant
ACC003098,CUST03098,BR010,Fixed Deposit,2023-05-10,1005358.34,Active
ACC003099,CUST03099,BR012,Savings,2017-08-03,65047.81,Inactive
ACC003100,CUST03100,BR049,Savings,2021-09-23,17153.60,Active
ACC003101,CUST03101,BR032,Savings,2024-05-29,120094.92,Active
ACC003102,CUST03102,BR008,Current,2023-05-04,98476.38,Active
ACC003103,CUST03103,BR012,Savings,2021-09-28,4445.46,Active
ACC003104,CUST03104,BR012,Salary,2021-09-22,65080.64,Dormant
ACC003105,CUST03105,BR044,Salary,2021-11-17,216885.22,Active
ACC003106,CUST03106,BR030,Savings,2021-03-29,4651.66,Active
ACC003107,CUST03107,BR050,Savings,2023-03-14,18962.11,Active
ACC003108,CUST03108,BR014,Savings,2022-07-14,132161.81,Active
ACC003109,CUST03109,BR008,Current,2018-03-30,238273.39,Dormant
ACC003110,CUST03110,BR001,Savings,2022-11-06,22253.05,Active
ACC003111,CUST03111,BR004,Savings,2022-10-24,418194.79,Active
ACC003112,CUST03112,BR039,Fixed Deposit,2023-04-25,447305.19,Inactive
ACC003113,CUST03113,BR035,Savings,2022-03-14,14964.37,Inactive
ACC003114,CUST03114,BR004,Savings,2022-12-27,953095.39,Inactive
ACC003115,CUST03115,BR029,Fixed Deposit,2019-04-22,931362.37,Active
ACC003116,CUST03116,BR023,Savings,2022-12-26,45825.10,Active
ACC003117,CUST03117,BR029,Fixed Deposit,2024-05-13,913256.99,Dormant
ACC003118,CUST03118,BR024,Savings,2021-07-15,80042.04,Active
ACC003119,CUST03119,BR037,Current,2023-03-04,60455.47,Active
ACC003120,CUST03120,BR050,Salary,2018-09-24,12467.50,Active
ACC003121,CUST03121,BR003,Fixed Deposit,2022-01-18,1323602.73,Active
ACC003122,CUST03122,BR001,Salary,2016-02-25,208094.33,Active
ACC003123,CUST03123,BR004,Salary,2024-02-11,258078.55,Active
ACC003124,CUST03124,BR003,Savings,2024-05-26,111477.97,Active
ACC003125,CUST03125,BR014,Salary,2023-12-18,15120.85,Dormant
ACC003126,CUST03126,BR011,Savings,2024-04-22,14448.28,Active
ACC003127,CUST03127,BR042,Savings,2024-05-25,93664.65,Inactive
ACC003128,CUST03128,BR004,Savings,2024-03-14,144993.17,Active
ACC003129,CUST03129,BR009,Savings,2022-08-25,135007.67,Active
ACC003130,CUST03130,BR030,Savings,2021-11-13,75945.41,Dormant
ACC003131,CUST03131,BR050,Savings,2020-05-18,722090.82,Inactive
ACC003132,CUST03132,BR038,Savings,2020-06-24,58736.19,Active
ACC003133,CUST03133,BR015,Savings,2023-04-27,8221.17,Inactive
ACC003134,CUST03134,BR043,Savings,2021-09-11,37653.31,Active
ACC003135,CUST03135,BR040,Savings,2023-11-06,4124.29,Inactive
ACC003136,CUST03136,BR043,Savings,2021-07-05,3558.57,Active
ACC003137,CUST03137,BR011,Current,2020-08-19,373624.18,Inactive
ACC003138,CUST03138,BR007,Savings,2024-06-16,893382.64,Dormant
ACC003139,CUST03139,BR016,Fixed Deposit,2021-07-28,1617367.30,Active
ACC003140,CUST03140,BR009,Savings,2022-08-26,29635.14,Active
ACC003141,CUST03141,BR006,Savings,2023-09-24,23415.26,Inactive
ACC003142,CUST03142,BR035,Current,2019-04-07,60196.39,Active
ACC003143,CUST03143,BR032,Savings,2022-03-07,94787.46,Inactive
ACC003144,CUST03144,BR049,Salary,2021-12-31,289930.47,Active
ACC003145,CUST03145,BR011,Savings,2022-02-28,13905.15,Active
ACC003146,CUST03146,BR022,Current,2023-12-30,62205.27,Active
ACC003147,CUST03147,BR011,Savings,2020-08-13,80637.04,Active
ACC003148,CUST03148,BR002,Savings,2019-08-14,1148665.06,Active
ACC003149,CUST03149,BR020,Savings,2024-01-22,123337.56,Active
ACC003150,CUST03150,BR038,Savings,2021-03-17,7018.75,Active
ACC003151,CUST03151,BR012,Savings,2023-02-12,143585.19,Active
ACC003152,CUST03152,BR012,Savings,2023-05-17,82572.79,Inactive
ACC003153,CUST03153,BR011,Savings,2023-01-06,145526.91,Active
ACC003154,CUST03154,BR001,Savings,2023-08-28,22919.42,Active
ACC003155,CUST03155,BR003,Current,2017-03-29,1849669.77,Active
ACC003156,CUST03156,BR028,Savings,2022-08-03,750803.85,Active
ACC003157,CUST03157,BR040,Salary,2023-12-30,295761.78,Active
ACC003158,CUST03158,BR035,Salary,2023-01-31,71206.13,Active
ACC003159,CUST03159,BR015,Savings,2023-08-12,775136.59,Dormant
ACC003160,CUST03160,BR032,Savings,2020-08-18,2739874.34,Active
ACC003161,CUST03161,BR004,Salary,2017-06-23,10874.18,Active
ACC003162,CUST03162,BR001,Savings,2017-12-16,24276.55,Active
ACC003163,CUST03163,BR029,Savings,2020-10-26,138844.34,Active
ACC003164,CUST03164,BR027,Savings,2024-05-25,127251.51,Active
ACC003165,CUST03165,BR020,Fixed Deposit,2023-04-21,332565.75,Active
ACC003166,CUST03166,BR048,Savings,2023-06-02,1108838.16,Active
ACC003167,CUST03167,BR027,Savings,2023-02-21,12106.76,Active
ACC003168,CUST03168,BR019,Savings,2016-06-21,4511.02,Active
ACC003169,CUST03169,BR022,Savings,2021-12-09,2577335.55,Active
ACC003170,CUST03170,BR037,Savings,2023-04-04,504827.77,Active
ACC003171,CUST03171,BR029,Salary,2019-02-10,303212.71,Active
ACC003172,CUST03172,BR023,Salary,2024-03-18,195797.82,Active
ACC003173,CUST03173,BR037,Savings,2018-03-07,84776.67,Active
ACC003174,CUST03174,BR048,Savings,2023-10-27,10338.03,Active
ACC003175,CUST03175,BR045,Current,2021-08-19,39653.45,Active
ACC003176,CUST03176,BR001,Savings,2020-05-29,72648.57,Active
ACC003177,CUST03177,BR048,Fixed Deposit,2023-11-24,785425.01,Active
ACC003178,CUST03178,BR002,Savings,2022-10-17,15626.89,Active
ACC003179,CUST03179,BR044,Savings,2021-02-10,26169.24,Active
ACC003180,CUST03180,BR019,Savings,2023-05-24,102385.03,Active
ACC003181,CUST03181,BR047,Fixed Deposit,2024-05-25,418264.42,Active
ACC003182,CUST03182,BR027,Savings,2023-04-21,138562.86,Active
ACC003183,CUST03183,BR005,Current,2024-01-15,107898.95,Active
ACC003184,CUST03184,BR037,Savings,2019-05-07,1169094.55,Active
ACC003185,CUST03185,BR001,Savings,2022-07-27,85810.51,Active
ACC003186,CUST03186,BR002,Savings,2023-03-18,85154.64,Active
ACC003187,CUST03187,BR015,Savings,2020-10-11,10895.32,Inactive
ACC003188,CUST03188,BR002,Current,2023-10-20,310576.99,Active
ACC003189,CUST03189,BR008,Savings,2018-05-17,47697.88,Active
ACC003190,CUST03190,BR042,Salary,2022-07-11,201662.19,Active
ACC003191,CUST03191,BR033,Salary,2021-08-02,181550.83,Active
ACC003192,CUST03192,BR031,Fixed Deposit,2022-08-20,1779428.12,Active
ACC003193,CUST03193,BR045,Salary,2022-12-26,131943.08,Inactive
ACC003194,CUST03194,BR041,Savings,2022-09-03,445675.69,Inactive
ACC003195,CUST03195,BR045,Savings,2022-06-26,67152.23,Active
ACC003196,CUST03196,BR035,Savings,2024-02-26,41336.40,Active
ACC003197,CUST03197,BR004,Savings,2024-05-21,849732.53,Inactive
ACC003198,CUST03198,BR038,Savings,2021-07-08,22060.02,Active
ACC003199,CUST03199,BR011,Savings,2021-12-31,118129.46,Active
ACC003200,CUST03200,BR030,Salary,2019-10-09,252235.28,Active
ACC003201,CUST03201,BR026,Salary,2022-10-12,47017.01,Inactive
ACC003202,CUST03202,BR043,Savings,2020-04-19,10293.66,Active
ACC003203,CUST03203,BR041,Salary,2018-03-31,214109.48,Inactive
ACC003204,CUST03204,BR029,Savings,2024-06-08,89961.10,Active
ACC003205,CUST03205,BR013,Current,2024-06-23,104257.06,Active
ACC003206,CUST03206,BR048,Savings,2024-01-13,83840.70,Active
ACC003207,CUST03207,BR044,Salary,2020-06-19,258188.52,Active
ACC003208,CUST03208,BR001,Salary,2023-06-10,273884.47,Active
ACC003209,CUST03209,BR042,Savings,2023-10-01,4024.64,Active
ACC003210,CUST03210,BR017,Current,2023-10-30,3513300.98,Active
ACC003211,CUST03211,BR001,Current,2024-05-25,2006086.79,Active
ACC003212,CUST03212,BR027,Fixed Deposit,2023-05-30,1152564.40,Active
ACC003213,CUST03213,BR035,Savings,2022-11-13,148918.86,Active
ACC003214,CUST03214,BR039,Salary,2023-05-09,335473.45,Active
ACC003215,CUST03215,BR049,Savings,2016-08-09,52211.77,Active
ACC003216,CUST03216,BR022,Savings,2023-07-11,321237.91,Active
ACC003217,CUST03217,BR035,Savings,2022-05-31,141148.92,Active
ACC003218,CUST03218,BR011,Fixed Deposit,2022-11-08,1277782.91,Dormant
ACC003219,CUST03219,BR002,Fixed Deposit,2023-08-03,1338347.94,Active
ACC003220,CUST03220,BR044,Current,2022-12-30,104248.76,Active
ACC003221,CUST03221,BR042,Savings,2023-12-21,531421.64,Active
ACC003222,CUST03222,BR012,Salary,2022-04-29,59013.36,Active
ACC003223,CUST03223,BR043,Current,2023-01-01,661360.80,Active
ACC003224,CUST03224,BR030,Savings,2020-08-19,23004.96,Dormant
ACC003225,CUST03225,BR046,Fixed Deposit,2023-12-08,1579898.08,Active
ACC003226,CUST03226,BR016,Savings,2024-04-13,17107.52,Active
ACC003227,CUST03227,BR015,Current,2020-07-05,81993.64,Active
ACC003228,CUST03228,BR024,Savings,2024-05-17,4726823.74,Active
ACC003229,CUST03229,BR033,Salary,2021-08-15,279242.19,Active
ACC003230,CUST03230,BR034,Savings,2024-01-14,1046345.66,Inactive
ACC003231,CUST03231,BR028,Current,2022-11-06,512377.79,Dormant
ACC003232,CUST03232,BR038,Savings,2021-08-11,74146.64,Active
ACC003233,CUST03233,BR048,Savings,2024-02-09,128476.00,Active
ACC003234,CUST03234,BR037,Savings,2023-08-05,3535.25,Dormant
ACC003235,CUST03235,BR027,Savings,2020-03-31,12260.71,Active
ACC003236,CUST03236,BR038,Savings,2024-05-28,95109.55,Active
ACC003237,CUST03237,BR049,Salary,2021-07-28,35617.03,Active
ACC003238,CUST03238,BR040,Savings,2024-02-18,617145.68,Active
ACC003239,CUST03239,BR034,Current,2018-05-18,78405.12,Dormant
ACC003240,CUST03240,BR039,Current,2023-09-03,105016.92,Inactive
ACC003241,CUST03241,BR002,Savings,2021-11-21,21452.33,Active
ACC003242,CUST03242,BR026,Salary,2024-06-14,156548.05,Active
ACC003243,CUST03243,BR043,Savings,2022-03-31,5490225.06,Active
ACC003244,CUST03244,BR008,Savings,2022-07-07,121051.94,Active
ACC003245,CUST03245,BR009,Savings,2021-10-08,1059980.19,Active
ACC003246,CUST03246,BR011,Salary,2024-05-12,199838.32,Active
ACC003247,CUST03247,BR010,Current,2023-01-02,737705.44,Inactive
ACC003248,CUST03248,BR028,Savings,2024-04-20,2278.38,Active
ACC003249,CUST03249,BR009,Fixed Deposit,2023-10-17,1437492.72,Active
ACC003250,CUST03250,BR035,Savings,2017-01-09,729253.20,Active
ACC003251,CUST03251,BR029,Current,2024-04-04,60056.41,Active
ACC003252,CUST03252,BR010,Savings,2023-05-10,117334.59,Active
ACC003253,CUST03253,BR016,Savings,2022-02-17,16974.51,Active
ACC003254,CUST03254,BR005,Savings,2024-06-16,41655.58,Active
ACC003255,CUST03255,BR032,Fixed Deposit,2022-09-10,969857.29,Active
ACC003256,CUST03256,BR027,Salary,2024-06-14,332905.60,Inactive
ACC003257,CUST03257,BR040,Salary,2023-03-26,116729.66,Active
ACC003258,CUST03258,BR013,Current,2021-09-19,795600.37,Active
ACC003259,CUST03259,BR029,Savings,2021-10-22,134769.94,Inactive
ACC003260,CUST03260,BR048,Savings,2017-08-09,6149.83,Active
ACC003261,CUST03261,BR031,Current,2023-09-22,601654.76,Active
ACC003262,CUST03262,BR045,Savings,2022-08-28,18548.55,Dormant
ACC003263,CUST03263,BR035,Savings,2021-06-23,1351764.74,Active
ACC003264,CUST03264,BR005,Savings,2020-10-11,683038.94,Active
ACC003265,CUST03265,BR047,Savings,2019-05-31,136898.76,Active
ACC003266,CUST03266,BR026,Savings,2021-11-27,30493.30,Active
ACC003267,CUST03267,BR031,Current,2017-12-18,1652116.95,Active
ACC003268,CUST03268,BR020,Savings,2020-06-22,146654.41,Active
ACC003269,CUST03269,BR010,Savings,2021-07-15,2174.17,Active
ACC003270,CUST03270,BR050,Salary,2024-01-06,225711.20,Active
ACC003271,CUST03271,BR036,Savings,2021-12-14,605324.87,Active
ACC003272,CUST03272,BR029,Savings,2022-06-11,90134.06,Active
ACC003273,CUST03273,BR006,Savings,2024-01-16,337689.62,Inactive
ACC003274,CUST03274,BR022,Salary,2019-05-16,31973.09,Active
ACC003275,CUST03275,BR017,Savings,2022-09-05,94817.96,Active
ACC003276,CUST03276,BR003,Savings,2024-03-14,113935.62,Active
ACC003277,CUST03277,BR044,Savings,2024-02-29,159820.83,Active
ACC003278,CUST03278,BR019,Salary,2023-06-04,114849.05,Active
ACC003279,CUST03279,BR007,Savings,2024-04-03,9214.77,Active
ACC003280,CUST03280,BR016,Savings,2016-06-21,13382.25,Dormant
ACC003281,CUST03281,BR044,Salary,2022-07-01,190062.69,Active
ACC003282,CUST03282,BR001,Savings,2023-09-19,119569.39,Active
ACC003283,CUST03283,BR004,Savings,2024-03-25,136503.12,Active
ACC003284,CUST03284,BR049,Savings,2023-11-18,4047445.63,Dormant
ACC003285,CUST03285,BR037,Current,2023-12-24,130007.57,Dormant
ACC003286,CUST03286,BR012,Salary,2023-10-04,194002.50,Dormant
ACC003287,CUST03287,BR009,Savings,2024-05-08,129892.69,Active
ACC003288,CUST03288,BR036,Savings,2022-04-24,1091768.39,Active
ACC003289,CUST03289,BR004,Savings,2020-12-04,5889.50,Active
ACC003290,CUST03290,BR009,Current,2023-01-02,685528.35,Inactive
ACC003291,CUST03291,BR040,Fixed Deposit,2021-01-11,1170004.21,Active
ACC003292,CUST03292,BR011,Fixed Deposit,2018-06-13,1265810.28,Active
ACC003293,CUST03293,BR039,Savings,2022-10-23,4103984.33,Active
ACC003294,CUST03294,BR030,Fixed Deposit,2023-07-24,1568941.15,Inactive
ACC003295,CUST03295,BR003,Savings,2022-12-10,585428.46,Active
ACC003296,CUST03296,BR019,Current,2021-04-30,149617.67,Inactive
ACC003297,CUST03297,BR019,Salary,2022-08-03,295947.93,Dormant
ACC003298,CUST03298,BR006,Savings,2022-03-31,166662.92,Active
ACC003299,CUST03299,BR023,Salary,2018-09-05,50775.59,Active
ACC003300,CUST03300,BR026,Savings,2023-11-28,944972.89,Active
ACC003301,CUST03301,BR040,Savings,2022-11-10,115552.19,Active
ACC003302,CUST03302,BR027,Savings,2021-11-12,2327910.88,Dormant
ACC003303,CUST03303,BR041,Salary,2020-05-15,57275.23,Inactive
ACC003304,CUST03304,BR033,Salary,2024-05-04,140076.33,Dormant
ACC003305,CUST03305,BR015,Savings,2022-12-15,4975963.62,Active
ACC003306,CUST03306,BR023,Current,2023-09-15,29475.26,Active
ACC003307,CUST03307,BR014,Savings,2021-09-17,608509.51,Active
ACC003308,CUST03308,BR017,Fixed Deposit,2018-12-31,910227.98,Active
ACC003309,CUST03309,BR004,Savings,2017-06-02,89152.76,Active
ACC003310,CUST03310,BR041,Salary,2023-11-15,262583.73,Dormant
ACC003311,CUST03311,BR014,Savings,2016-09-06,24957.78,Active
ACC003312,CUST03312,BR032,Savings,2022-08-27,108238.36,Active
ACC003313,CUST03313,BR030,Savings,2018-09-24,7246.73,Inactive
ACC003314,CUST03314,BR035,Salary,2019-03-28,226438.13,Inactive
ACC003315,CUST03315,BR002,Savings,2024-03-24,144083.28,Active
ACC003316,CUST03316,BR045,Savings,2022-11-17,23519.34,Inactive
ACC003317,CUST03317,BR003,Savings,2016-10-21,29365.62,Active
ACC003318,CUST03318,BR025,Current,2022-07-05,209517.21,Inactive
ACC003319,CUST03319,BR040,Savings,2022-04-22,24790.43,Active
ACC003320,CUST03320,BR009,Savings,2021-07-06,388563.00,Active
ACC003321,CUST03321,BR028,Savings,2023-08-22,324362.57,Inactive
ACC003322,CUST03322,BR014,Salary,2021-09-07,337557.19,Active
ACC003323,CUST03323,BR044,Savings,2019-04-24,114246.99,Active
ACC003324,CUST03324,BR009,Salary,2021-02-24,193478.89,Active
ACC003325,CUST03325,BR005,Savings,2021-10-23,54363.44,Dormant
ACC003326,CUST03326,BR016,Current,2021-02-01,297668.33,Inactive
ACC003327,CUST03327,BR009,Fixed Deposit,2024-05-28,1396303.49,Active
ACC003328,CUST03328,BR045,Current,2019-08-17,93761.62,Active
ACC003329,CUST03329,BR001,Fixed Deposit,2019-05-16,1237598.24,Active
ACC003330,CUST03330,BR011,Current,2020-07-29,86909.96,Active
ACC003331,CUST03331,BR041,Fixed Deposit,2024-01-31,1735753.63,Active
